Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE","District 37 Value","District 37 MOE","District 38 Value","District 38 MOE","District 39 Value","District 39 MOE","District 40 Value","District 40 MOE","District 41 Value","District 41 MOE","District 42 Value","District 42 MOE","District 43 Value","District 43 MOE","District 44 Value","District 44 MOE","District 45 Value","District 45 MOE","District 46 Value","District 46 MOE","District 47 Value","District 47 MOE","District 48 Value","District 48 MOE","District 49 Value","District 49 MOE","District 50 Value","District 50 MOE","District 51 Value","District 51 MOE","District 52 Value","District 52 MOE","District 53 Value","District 53 MOE"
Housing,Value,"$50,000 to $99,999",11354,"(+/-1,309)",4391,(+/-971),7502,"(+/-1,089)",4717,(+/-891),4998,"(+/-1,095)",3721,(+/-848),2461,(+/-618),13233,"(+/-1,616)",6155,"(+/-1,202)",4629,"(+/-1,017)",2542,(+/-833),1093,(+/-356),1046,(+/-409),1176,(+/-422),1927,(+/-480),10861,"(+/-1,547)",1739,(+/-485),979,(+/-429),3762,(+/-838),2224,(+/-468),13423,"(+/-1,826)",6982,"(+/-1,093)",12492,"(+/-1,846)",2969,(+/-837),4051,(+/-803),2789,(+/-719),563,(+/-255),785,(+/-340),980,(+/-352),1112,(+/-350),4180,(+/-927),2602,(+/-753),790,(+/-327),484,(+/-250),2366,(+/-496),9014,"(+/-1,177)",355,(+/-219),1239,(+/-456),3044,(+/-754),976,(+/-354),2530,(+/-691),3363,(+/-777),922,(+/-379),1924,(+/-539),2731,(+/-828),1854,(+/-650),1857,(+/-584),3461,(+/-853),2406,(+/-573),5980,"(+/-1,231)",3654,(+/-685),810,(+/-415),1582,(+/-489)
Housing,Value,"$100,000 to $149,999",14428,"(+/-1,678)",3195,(+/-802),8131,"(+/-1,354)",6925,"(+/-1,323)",5358,"(+/-1,118)",9962,"(+/-1,418)",4488,(+/-747),16892,"(+/-2,375)",9271,"(+/-1,055)",10019,"(+/-1,533)",1760,(+/-669),550,(+/-328),2031,(+/-771),1042,(+/-395),1328,(+/-470),17536,"(+/-1,965)",1782,(+/-510),801,(+/-324),2389,(+/-695),2238,(+/-875),18551,"(+/-2,018)",18049,"(+/-2,127)",16432,"(+/-1,899)",2929,(+/-752),7067,"(+/-1,249)",1717,(+/-537),547,(+/-259),464,(+/-314),902,(+/-325),580,(+/-254),7886,"(+/-1,316)",959,(+/-475),987,(+/-419),790,(+/-479),2339,(+/-770),13826,"(+/-1,590)",323,(+/-186),480,(+/-261),1152,(+/-467),976,(+/-385),5044,"(+/-1,045)",4611,(+/-915),1237,(+/-477),1494,(+/-458),1287,(+/-381),604,(+/-289),856,(+/-396),2429,(+/-763),2430,(+/-888),3940,"(+/-1,067)",6409,"(+/-1,074)",509,(+/-282),854,(+/-371)
Housing,Value,"$150,000 to $199,999",22222,"(+/-1,849)",6013,"(+/-1,231)",13290,"(+/-1,904)",10510,"(+/-1,583)",4884,"(+/-1,101)",20023,"(+/-2,032)",9350,"(+/-1,602)",29226,"(+/-2,931)",14262,"(+/-1,521)",17277,"(+/-1,924)",5530,"(+/-1,147)",637,(+/-381),2027,(+/-645),638,(+/-296),1337,(+/-436),22387,"(+/-1,910)",1493,(+/-580),812,(+/-331),974,(+/-384),3056,(+/-743),23604,"(+/-2,283)",25409,"(+/-2,093)",22552,"(+/-2,194)",2949,(+/-712),11394,"(+/-1,517)",2429,(+/-690),604,(+/-297),665,(+/-455),1966,(+/-580),892,(+/-397),11603,"(+/-1,653)",1491,(+/-526),1013,(+/-580),847,(+/-333),5020,"(+/-1,002)",20075,"(+/-2,117)",1061,(+/-385),1078,(+/-435),524,(+/-266),1624,(+/-350),11654,"(+/-1,685)",6137,"(+/-1,237)",2219,(+/-654),3452,(+/-811),3028,(+/-927),1866,(+/-683),2001,(+/-598),2560,(+/-693),1870,(+/-650),5026,"(+/-1,111)",8105,"(+/-1,223)",1347,(+/-494),2905,(+/-914)
Housing,Value,"$200,000 to $299,999",47749,"(+/-2,930)",19521,"(+/-1,797)",34221,"(+/-2,410)",36177,"(+/-2,620)",19790,"(+/-1,927)",36621,"(+/-2,109)",44851,"(+/-2,516)",38314,"(+/-3,320)",34176,"(+/-3,050)",38421,"(+/-3,320)",14689,"(+/-1,819)",1490,(+/-621),8837,"(+/-1,357)",1881,(+/-669),3325,(+/-664),22784,"(+/-2,460)",2131,(+/-679),1376,(+/-513),3539,(+/-827),12671,"(+/-1,369)",19870,"(+/-2,228)",42421,"(+/-2,811)",45657,"(+/-3,000)",15850,"(+/-1,610)",23413,"(+/-1,660)",8507,"(+/-1,389)",2615,(+/-749),2949,(+/-780),9817,"(+/-1,043)",5008,(+/-863),25855,"(+/-2,212)",8265,"(+/-1,197)",2409,(+/-651),4538,(+/-675),27871,"(+/-2,162)",44029,"(+/-3,126)",8634,"(+/-1,219)",8463,"(+/-1,168)",5299,(+/-991),9701,"(+/-1,207)",41332,"(+/-2,773)",25383,"(+/-2,066)",11221,"(+/-1,496)",17729,"(+/-1,484)",7292,"(+/-1,244)",5474,"(+/-1,030)",6832,"(+/-1,040)",4957,(+/-996),8238,"(+/-1,418)",12233,"(+/-1,577)",17648,"(+/-1,760)",6711,"(+/-1,095)",11564,"(+/-1,359)"
Housing,Value,"$300,000 to $499,999",45484,"(+/-2,691)",37865,"(+/-2,552)",47286,"(+/-2,658)",78344,"(+/-2,943)",59624,"(+/-2,667)",36365,"(+/-2,382)",67736,"(+/-3,005)",24854,"(+/-2,143)",45869,"(+/-2,654)",43965,"(+/-2,774)",43057,"(+/-3,280)",5110,"(+/-1,346)",28822,"(+/-2,261)",10572,"(+/-1,396)",31203,"(+/-2,315)",14611,"(+/-1,628)",9792,"(+/-1,229)",8238,"(+/-1,319)",22536,"(+/-1,996)",32631,"(+/-2,669)",7222,"(+/-1,068)",31402,"(+/-2,494)",29933,"(+/-2,508)",37258,"(+/-2,428)",46954,"(+/-2,669)",47191,"(+/-3,048)",27882,"(+/-2,060)",16612,"(+/-1,605)",48197,"(+/-2,478)",38099,"(+/-2,279)",41631,"(+/-2,848)",66831,"(+/-3,156)",10160,"(+/-1,616)",17914,"(+/-1,669)",50717,"(+/-3,243)",35457,"(+/-2,692)",26588,"(+/-1,952)",64763,"(+/-2,521)",35878,"(+/-2,824)",31917,"(+/-1,965)",43339,"(+/-2,651)",84966,"(+/-3,628)",43876,"(+/-2,734)",47559,"(+/-2,565)",28350,"(+/-2,646)",35260,"(+/-2,343)",38708,"(+/-2,401)",20355,"(+/-1,769)",34362,"(+/-2,210)",65480,"(+/-3,167)",35539,"(+/-2,122)",33727,"(+/-2,676)",58593,"(+/-3,429)"
Housing,Value,"$500,000 to $999,999",18087,"(+/-2,081)",63332,"(+/-3,002)",20759,"(+/-1,632)",47749,"(+/-2,799)",48736,"(+/-2,711)",11136,"(+/-1,374)",26097,"(+/-1,904)",7529,"(+/-1,076)",20242,"(+/-1,981)",10254,"(+/-1,369)",61267,"(+/-3,177)",48957,"(+/-3,213)",55045,"(+/-2,913)",77280,"(+/-3,077)",93620,"(+/-3,764)",4230,(+/-925),74159,"(+/-3,374)",52397,"(+/-2,856)",81723,"(+/-3,246)",40911,"(+/-2,682)",2696,(+/-744),9230,"(+/-1,286)",7633,"(+/-1,123)",49859,"(+/-2,743)",46470,"(+/-2,510)",63131,"(+/-3,137)",75949,"(+/-3,232)",48550,"(+/-2,801)",18843,"(+/-1,793)",70188,"(+/-2,570)",17219,"(+/-1,607)",31427,"(+/-2,225)",51663,"(+/-3,140)",22194,"(+/-1,940)",8084,"(+/-1,038)",18064,"(+/-1,945)",37061,"(+/-2,598)",40396,"(+/-2,225)",88689,"(+/-3,428)",13361,"(+/-1,225)",8218,"(+/-1,369)",28340,"(+/-2,366)",33480,"(+/-2,008)",11681,"(+/-1,248)",103555,"(+/-3,644)",25127,"(+/-2,062)",51380,"(+/-2,730)",77735,"(+/-3,598)",67634,"(+/-3,525)",47437,"(+/-3,276)",5484,(+/-964),75249,"(+/-3,636)",48738,"(+/-2,862)"
Housing,Value,"$1,000,000 or more",2508,(+/-592),33111,"(+/-1,916)",2621,(+/-731),4944,(+/-965),11563,"(+/-1,326)",1118,(+/-413),2306,(+/-566),1272,(+/-497),2243,(+/-624),1995,(+/-492),33461,"(+/-2,025)",49183,"(+/-2,826)",24623,"(+/-1,907)",54325,"(+/-2,313)",21677,"(+/-1,826)",1477,(+/-518),41538,"(+/-2,360)",95817,"(+/-2,947)",20446,"(+/-1,783)",14180,"(+/-1,487)",231,(+/-154),1429,(+/-458),1560,(+/-630),21573,"(+/-1,852)",4545,(+/-909),14067,"(+/-1,286)",23272,"(+/-1,947)",26544,"(+/-1,980)",851,(+/-462),21691,"(+/-1,715)",1365,(+/-459),2425,(+/-594),78781,"(+/-3,155)",3343,(+/-820),1062,(+/-422),4718,(+/-828),20495,"(+/-1,914)",2043,(+/-596),14920,"(+/-1,400)",1462,(+/-588),1363,(+/-471),2731,(+/-754),3322,(+/-754),1475,(+/-787),24913,"(+/-1,959)",1030,(+/-407),6821,"(+/-1,077)",37127,"(+/-2,515)",31764,"(+/-2,691)",5135,"(+/-1,025)",264,(+/-191),26021,"(+/-2,121)",5000,(+/-962)
Housing,Value,"Median (dollars)",255200,"(+/-5,738)",560800,"(+/-13,754)",301100,"(+/-7,413)",374800,"(+/-6,635)",437200,"(+/-7,805)",266600,"(+/-5,161)",333600,"(+/-4,799)",201900,"(+/-6,372)",298900,"(+/-6,643)",272500,"(+/-7,190)",580000,"(+/-15,013)",952800,"(+/-20,056)",638700,"(+/-13,971)",863400,"(+/-11,085)",669000,"(+/-7,918)",182700,"(+/-6,472)",816100,"(+/-13,048)",1139900,"(+/-15,508)",657500,"(+/-8,692)",495300,"(+/-15,770)",163300,"(+/-2,977)",232600,"(+/-5,162)",227700,"(+/-5,125)",524700,"(+/-19,245)",413100,"(+/-7,281)",532300,"(+/-14,512)",654300,"(+/-8,856)",720400,"(+/-15,043)",412800,"(+/-6,983)",614100,"(+/-8,827)",313000,"(+/-8,625)",422000,"(+/-6,883)",1063700,"(+/-31,211)",501900,"(+/-21,565)",323700,"(+/-4,701)",244000,"(+/-5,724)",620700,"(+/-21,676)",450500,"(+/-4,630)",611300,"(+/-8,402)",388100,"(+/-7,400)",287000,"(+/-5,262)",374400,"(+/-5,532)",447400,"(+/-7,898)",352900,"(+/-4,975)",667600,"(+/-9,538)",453300,"(+/-6,479)",515800,"(+/-13,407)",705300,"(+/-10,792)",650700,"(+/-14,907)",431000,"(+/-7,006)",296300,"(+/-9,809)",640200,"(+/-9,335)",461600,"(+/-7,089)"
Housing,"Mortgage Status","Owner-occupied units",174815,"(+/-4,572)",174391,"(+/-3,896)",140705,"(+/-3,500)",196230,"(+/-4,341)",160171,"(+/-4,469)",122626,"(+/-3,933)",163199,"(+/-3,865)",142137,"(+/-3,772)",137511,"(+/-4,520)",132928,"(+/-4,435)",166030,"(+/-4,756)",108506,"(+/-3,741)",124564,"(+/-4,683)",148330,"(+/-3,309)",156336,"(+/-3,857)",99055,"(+/-3,696)",134412,"(+/-4,156)",162076,"(+/-4,173)",137454,"(+/-3,882)",111690,"(+/-3,403)",91031,"(+/-3,830)",140256,"(+/-4,427)",141573,"(+/-4,386)",136721,"(+/-3,470)",149542,"(+/-4,002)",142764,"(+/-3,388)",132500,"(+/-4,236)",97364,"(+/-3,584)",83509,"(+/-3,052)",139421,"(+/-3,441)",113730,"(+/-3,787)",118001,"(+/-3,827)",147127,"(+/-4,026)",50826,"(+/-2,514)",103107,"(+/-4,511)",162616,"(+/-5,009)",95387,"(+/-3,887)",121286,"(+/-3,664)",151340,"(+/-3,898)",61570,"(+/-2,266)",116803,"(+/-3,904)",160326,"(+/-4,401)",98265,"(+/-3,799)",88568,"(+/-3,146)",173019,"(+/-4,423)",74482,"(+/-2,709)",111217,"(+/-3,519)",151151,"(+/-4,990)",150430,"(+/-4,681)",152510,"(+/-4,938)",83834,"(+/-3,354)",145960,"(+/-4,640)",131421,"(+/-3,851)"
Housing,"Mortgage Status","Housing units with a mortgage",104648,"(+/-3,627)",112551,"(+/-3,634)",97409,"(+/-3,662)",134739,"(+/-4,152)",109615,"(+/-3,805)",87012,"(+/-3,380)",120825,"(+/-3,675)",94423,"(+/-3,861)",102460,"(+/-3,642)",95587,"(+/-4,101)",118186,"(+/-4,370)",73375,"(+/-3,501)",88919,"(+/-3,990)",107013,"(+/-3,434)",119820,"(+/-4,041)",69221,"(+/-3,333)",93938,"(+/-3,576)",116360,"(+/-4,191)",100679,"(+/-3,726)",73509,"(+/-2,828)",64954,"(+/-3,545)",100687,"(+/-4,073)",101890,"(+/-3,962)",90087,"(+/-3,291)",117537,"(+/-3,600)",105162,"(+/-2,770)",88398,"(+/-3,590)",71645,"(+/-3,280)",63222,"(+/-3,081)",106024,"(+/-3,708)",83318,"(+/-3,121)",85214,"(+/-3,242)",103781,"(+/-3,996)",33137,"(+/-2,272)",80114,"(+/-3,699)",92967,"(+/-4,008)",70628,"(+/-3,426)",87516,"(+/-3,244)",106517,"(+/-3,761)",45728,"(+/-2,273)",91083,"(+/-3,505)",127530,"(+/-4,015)",71990,"(+/-3,407)",65673,"(+/-2,515)",127059,"(+/-4,182)",54323,"(+/-2,459)",79061,"(+/-3,534)",103068,"(+/-3,880)",108151,"(+/-3,831)",110879,"(+/-4,186)",57370,"(+/-2,952)",105603,"(+/-4,031)",97810,"(+/-3,770)"
Housing,"Mortgage Status","Housing units without a mortgage",70167,"(+/-3,571)",61840,"(+/-2,657)",43296,"(+/-2,623)",61491,"(+/-3,243)",50556,"(+/-3,050)",35614,"(+/-2,662)",42374,"(+/-2,509)",47714,"(+/-3,101)",35051,"(+/-2,625)",37341,"(+/-2,604)",47844,"(+/-2,768)",35131,"(+/-2,211)",35645,"(+/-2,816)",41317,"(+/-2,166)",36516,"(+/-2,383)",29834,"(+/-2,282)",40474,"(+/-2,578)",45716,"(+/-2,437)",36775,"(+/-2,158)",38181,"(+/-2,382)",26077,"(+/-2,170)",39569,"(+/-2,431)",39683,"(+/-2,506)",46634,"(+/-2,795)",32005,"(+/-1,989)",37602,"(+/-2,399)",44102,"(+/-2,944)",25719,"(+/-1,969)",20287,"(+/-1,679)",33397,"(+/-2,056)",30412,"(+/-2,504)",32787,"(+/-2,324)",43346,"(+/-3,177)",17689,"(+/-1,723)",22993,"(+/-2,173)",69649,"(+/-3,616)",24759,"(+/-1,900)",33770,"(+/-2,292)",44823,"(+/-2,510)",15842,"(+/-1,433)",25720,"(+/-2,001)",32796,"(+/-2,262)",26275,"(+/-1,761)",22895,"(+/-2,042)",45960,"(+/-2,900)",20159,"(+/-1,885)",32156,"(+/-2,173)",48083,"(+/-3,122)",42279,"(+/-2,869)",41631,"(+/-3,160)",26464,"(+/-2,134)",40357,"(+/-2,799)",33611,"(+/-2,309)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",104648,"(+/-3,627)",112551,"(+/-3,634)",97409,"(+/-3,662)",134739,"(+/-4,152)",109615,"(+/-3,805)",87012,"(+/-3,380)",120825,"(+/-3,675)",94423,"(+/-3,861)",102460,"(+/-3,642)",95587,"(+/-4,101)",118186,"(+/-4,370)",73375,"(+/-3,501)",88919,"(+/-3,990)",107013,"(+/-3,434)",119820,"(+/-4,041)",69221,"(+/-3,333)",93938,"(+/-3,576)",116360,"(+/-4,191)",100679,"(+/-3,726)",73509,"(+/-2,828)",64954,"(+/-3,545)",100687,"(+/-4,073)",101890,"(+/-3,962)",90087,"(+/-3,291)",117537,"(+/-3,600)",105162,"(+/-2,770)",88398,"(+/-3,590)",71645,"(+/-3,280)",63222,"(+/-3,081)",106024,"(+/-3,708)",83318,"(+/-3,121)",85214,"(+/-3,242)",103781,"(+/-3,996)",33137,"(+/-2,272)",80114,"(+/-3,699)",92967,"(+/-4,008)",70628,"(+/-3,426)",87516,"(+/-3,244)",106517,"(+/-3,761)",45728,"(+/-2,273)",91083,"(+/-3,505)",127530,"(+/-4,015)",71990,"(+/-3,407)",65673,"(+/-2,515)",127059,"(+/-4,182)",54323,"(+/-2,459)",79061,"(+/-3,534)",103068,"(+/-3,880)",108151,"(+/-3,831)",110879,"(+/-4,186)",57370,"(+/-2,952)",105603,"(+/-4,031)",97810,"(+/-3,770)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1691,(+/-599),695,(+/-475),950,(+/-418),1433,(+/-556),726,(+/-417),368,(+/-237),537,(+/-260),1466,(+/-586),1133,(+/-391),1120,(+/-450),367,(+/-243),151,(+/-149),813,(+/-390),293,(+/-187),664,(+/-322),1151,(+/-544),118,(+/-113),387,(+/-283),188,(+/-140),423,(+/-244),968,(+/-435),936,(+/-453),1082,(+/-625),1063,(+/-611),659,(+/-360),569,(+/-355),281,(+/-186),111,(+/-109),220,(+/-147),188,(+/-148),613,(+/-318),542,(+/-300),353,(+/-251),119,(+/-145),386,(+/-205),1433,(+/-544),64,(+/-77),764,(+/-372),384,(+/-249),192,(+/-147),544,(+/-275),517,(+/-298),432,(+/-312),416,(+/-258),530,(+/-298),520,(+/-274),120,(+/-115),547,(+/-232),315,(+/-219),419,(+/-245),436,(+/-290),546,(+/-356),477,(+/-246)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",19219,"(+/-1,647)",7218,"(+/-1,460)",9640,"(+/-1,370)",10131,"(+/-1,446)",5564,"(+/-1,000)",11898,"(+/-1,648)",8573,"(+/-1,319)",20293,"(+/-2,408)",10296,"(+/-1,487)",10531,"(+/-1,375)",5018,"(+/-1,152)",1157,(+/-465),3733,(+/-905),2973,(+/-665),2845,(+/-667),17959,"(+/-2,047)",2173,(+/-509),1947,(+/-677),2557,(+/-645),4126,(+/-778),20570,"(+/-2,229)",15992,"(+/-2,015)",16078,"(+/-1,876)",5903,"(+/-1,210)",7179,"(+/-1,213)",3573,(+/-784),3120,(+/-761),1953,(+/-604),3232,(+/-616),2440,(+/-576),8716,"(+/-1,213)",5097,(+/-696),1503,(+/-561),1709,(+/-442),6590,"(+/-1,090)",13183,"(+/-1,536)",3001,(+/-772),4782,(+/-970),3461,(+/-738),4093,(+/-792),8775,"(+/-1,183)",5808,(+/-997),3854,(+/-866),5450,(+/-858),3590,(+/-828),3467,(+/-815),4210,(+/-845),4022,(+/-858),3518,(+/-822),4526,"(+/-1,012)",7519,"(+/-1,310)",3782,(+/-865),5226,"(+/-1,052)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",30647,"(+/-2,410)",18402,"(+/-2,303)",24484,"(+/-2,099)",25010,"(+/-2,194)",20185,"(+/-2,342)",28135,"(+/-2,504)",25500,"(+/-2,071)",33517,"(+/-3,260)",23463,"(+/-2,223)",26825,"(+/-2,232)",15004,"(+/-1,631)",3999,(+/-813),9775,"(+/-1,229)",6184,"(+/-1,064)",8790,"(+/-1,214)",25602,"(+/-2,762)",6851,"(+/-1,113)",6484,"(+/-1,106)",8073,"(+/-1,047)",11941,"(+/-1,524)",24971,"(+/-2,601)",31796,"(+/-2,265)",30430,"(+/-3,084)",14456,"(+/-1,729)",21147,"(+/-1,867)",12877,"(+/-1,431)",9042,"(+/-1,059)",5533,"(+/-1,113)",8283,"(+/-1,112)",6997,"(+/-1,072)",21487,"(+/-2,182)",16823,"(+/-1,743)",3880,(+/-698),4457,(+/-757),22149,"(+/-2,189)",28023,"(+/-2,171)",8598,"(+/-1,533)",13975,"(+/-1,640)",9710,"(+/-1,354)",9946,"(+/-1,193)",28201,"(+/-2,325)",20049,"(+/-1,926)",10561,"(+/-1,410)",14113,"(+/-1,610)",10592,"(+/-1,553)",7440,"(+/-1,176)",10551,"(+/-1,455)",8231,"(+/-1,236)",10909,"(+/-1,662)",14013,"(+/-1,989)",16614,"(+/-1,957)",9137,"(+/-1,213)",12907,"(+/-1,707)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",25178,"(+/-2,162)",18358,"(+/-1,782)",25192,"(+/-2,065)",31427,"(+/-2,716)",26826,"(+/-2,403)",22783,"(+/-2,335)",35975,"(+/-2,920)",21515,"(+/-2,319)",27835,"(+/-2,543)",28286,"(+/-2,645)",21103,"(+/-2,116)",6600,"(+/-1,035)",14604,"(+/-1,663)",12477,"(+/-1,592)",17750,"(+/-1,960)",13279,"(+/-1,995)",11751,"(+/-1,451)",8876,"(+/-1,350)",14402,"(+/-1,288)",15174,"(+/-1,771)",11372,"(+/-1,459)",26833,"(+/-2,216)",25251,"(+/-2,846)",19247,"(+/-1,863)",23385,"(+/-1,942)",19635,"(+/-1,676)",15067,"(+/-1,648)",8574,"(+/-1,268)",17471,"(+/-1,569)",15309,"(+/-1,677)",20036,"(+/-2,269)",24570,"(+/-2,063)",10329,"(+/-1,460)",7446,"(+/-1,125)",26424,"(+/-2,235)",22971,"(+/-1,875)",13680,"(+/-1,832)",23296,"(+/-1,941)",21716,"(+/-2,164)",12197,"(+/-1,345)",28038,"(+/-2,384)",31033,"(+/-2,681)",17003,"(+/-1,974)",22655,"(+/-1,989)",18138,"(+/-1,974)",14402,"(+/-1,472)",15417,"(+/-1,514)",15662,"(+/-1,764)",17044,"(+/-1,864)",25742,"(+/-2,266)",16879,"(+/-1,896)",16963,"(+/-1,816)",19426,"(+/-1,952)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",14113,"(+/-2,075)",17800,"(+/-1,689)",18491,"(+/-1,995)",25075,"(+/-2,141)",22368,"(+/-2,092)",13960,"(+/-1,673)",24602,"(+/-2,052)",9318,"(+/-1,502)",17291,"(+/-2,075)",16018,"(+/-1,753)",17443,"(+/-1,922)",10980,"(+/-1,758)",16614,"(+/-1,425)",16013,"(+/-1,860)",23021,"(+/-2,014)",6017,"(+/-1,448)",16737,"(+/-1,445)",14105,"(+/-1,876)",19592,"(+/-2,063)",14421,"(+/-1,678)",3823,(+/-829),12930,"(+/-1,692)",16140,"(+/-2,061)",16410,"(+/-1,788)",22398,"(+/-2,058)",24449,"(+/-2,009)",16373,"(+/-1,883)",11360,"(+/-1,495)",15160,"(+/-1,537)",19347,"(+/-1,886)",14733,"(+/-1,863)",18648,"(+/-1,677)",10821,"(+/-1,656)",6153,"(+/-1,039)",14882,"(+/-1,574)",14280,"(+/-1,757)",13395,"(+/-1,714)",21109,"(+/-1,629)",22422,"(+/-2,233)",9054,"(+/-1,160)",13450,"(+/-1,821)",28070,"(+/-2,394)",15761,"(+/-1,627)",11859,"(+/-1,677)",23705,"(+/-2,277)",13375,"(+/-1,763)",18022,"(+/-1,833)",17380,"(+/-1,946)",17018,"(+/-2,164)",24395,"(+/-2,372)",9541,"(+/-1,479)",18436,"(+/-1,912)",23591,"(+/-2,751)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",6757,"(+/-1,225)",13085,"(+/-1,604)",9062,"(+/-1,294)",17261,"(+/-1,960)",14446,"(+/-1,844)",5129,(+/-975),12647,"(+/-1,370)",4180,(+/-796),10380,"(+/-1,456)",5884,"(+/-1,067)",15897,"(+/-1,691)",9053,"(+/-1,394)",12108,"(+/-1,359)",16979,"(+/-1,815)",21410,"(+/-1,808)",3048,(+/-900),16334,"(+/-1,840)",13031,"(+/-1,611)",17359,"(+/-1,572)",10126,"(+/-1,403)",1799,(+/-646),6237,"(+/-1,220)",7187,"(+/-1,587)",11979,"(+/-1,522)",17144,"(+/-1,985)",16829,"(+/-2,010)",15556,"(+/-1,522)",14426,"(+/-1,747)",9912,"(+/-1,413)",19051,"(+/-1,822)",8544,"(+/-1,377)",10705,"(+/-1,554)",12990,"(+/-1,571)",5249,"(+/-1,021)",6817,"(+/-1,274)",5436,(+/-977),8735,"(+/-1,316)",12309,"(+/-1,571)",19346,"(+/-2,167)",5558,"(+/-1,132)",6692,"(+/-1,180)",21529,"(+/-2,271)",10989,"(+/-1,571)",5637,(+/-981),22956,"(+/-2,375)",8686,"(+/-1,377)",12720,"(+/-1,678)",15028,"(+/-1,733)",18064,"(+/-1,944)",18081,"(+/-1,843)",3787,(+/-863),15841,"(+/-1,985)",17082,"(+/-2,188)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",7043,"(+/-1,233)",36993,"(+/-2,375)",9590,"(+/-1,519)",24402,"(+/-2,290)",19500,"(+/-1,783)",4739,(+/-970),12991,"(+/-1,521)",4134,(+/-901),12062,"(+/-1,789)",6923,"(+/-1,287)",43354,"(+/-2,471)",41435,"(+/-2,772)",31272,"(+/-2,329)",52094,"(+/-2,732)",45340,"(+/-2,373)",2165,(+/-768),39974,"(+/-2,398)",71530,"(+/-3,375)",38508,"(+/-2,478)",17298,"(+/-1,809)",1451,(+/-598),5963,"(+/-1,058)",5722,"(+/-1,107)",21029,"(+/-1,990)",25625,"(+/-2,050)",27230,"(+/-2,089)",28959,"(+/-2,319)",29688,"(+/-2,138)",8944,"(+/-1,266)",42692,"(+/-2,786)",9189,"(+/-1,335)",8829,"(+/-1,241)",63905,"(+/-3,353)",8004,"(+/-1,109)",2866,(+/-679),7641,(+/-949),23155,"(+/-2,245)",11281,"(+/-1,277)",29478,"(+/-2,037)",4688,(+/-858),5383,"(+/-1,164)",20524,"(+/-2,127)",13390,"(+/-1,748)",5543,"(+/-1,093)",47548,"(+/-2,959)",6433,"(+/-1,171)",18021,"(+/-2,000)",42198,"(+/-2,876)",41283,"(+/-2,848)",23703,"(+/-2,252)",2594,(+/-840),40898,"(+/-2,786)",19101,"(+/-2,062)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1512,(+/-40),2326,(+/-61),1757,(+/-43),1989,(+/-47),2034,(+/-55),1562,(+/-41),1848,(+/-35),1361,(+/-39),1766,(+/-50),1654,(+/-36),2505,(+/-76),3263,(+/-105),2468,(+/-47),2958,(+/-62),2660,(+/-50),1278,(+/-47),2786,(+/-50),3513,(+/-77),2659,(+/-55),2176,(+/-63),1196,(+/-32),1528,(+/-35),1556,(+/-45),2133,(+/-58),2143,(+/-44),2326,(+/-41),2510,(+/-58),2787,(+/-61),2079,(+/-50),2729,(+/-50),1754,(+/-57),1903,(+/-34),3546,(+/-122),2231,(+/-90),1696,(+/-34),1576,(+/-39),2372,(+/-66),2022,(+/-38),2401,(+/-48),1823,(+/-67),1619,(+/-30),2113,(+/-47),2131,(+/-54),1797,(+/-36),2652,(+/-50),2050,(+/-57),2256,(+/-48),2689,(+/-71),2646,(+/-63),2220,(+/-48),1620,(+/-46),2624,(+/-71),2230,(+/-46)
