Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",14835,"(+/-2,092)",20280,"(+/-2,202)",27010,"(+/-2,485)",15940,"(+/-2,235)",32520,"(+/-3,323)",19060,"(+/-2,437)",18160,"(+/-2,696)",16155,"(+/-1,746)",17510,"(+/-2,466)",17965,"(+/-2,564)",21745,"(+/-2,687)",18035,"(+/-2,208)",25590,"(+/-2,561)",26465,"(+/-2,620)",15545,"(+/-2,089)",16510,"(+/-2,198)",17345,"(+/-2,387)",19865,"(+/-2,942)",20215,"(+/-2,071)",22220,"(+/-2,717)",17825,"(+/-1,889)",16005,"(+/-2,420)",15385,"(+/-2,146)",33530,"(+/-3,191)",21415,"(+/-2,280)",13230,"(+/-1,961)",28250,"(+/-2,784)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",11880,"(+/-2,326)",16920,"(+/-2,116)",12710,"(+/-1,849)",9080,"(+/-2,004)",18730,"(+/-2,435)",17640,"(+/-1,893)",12085,"(+/-1,925)",13725,"(+/-2,038)",14380,"(+/-2,298)",13890,"(+/-2,265)",18660,"(+/-2,566)",15905,"(+/-1,643)",18625,"(+/-2,143)",16625,"(+/-1,944)",10145,"(+/-1,627)",13510,"(+/-1,812)",14015,"(+/-2,034)",13240,"(+/-2,040)",13290,"(+/-2,008)",14800,"(+/-1,950)",12290,"(+/-1,837)",12010,"(+/-1,919)",12245,"(+/-2,153)",17510,"(+/-1,885)",15215,"(+/-1,882)",11250,"(+/-1,822)",17485,"(+/-2,166)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",32435,"(+/-2,997)",30800,"(+/-3,009)",35075,"(+/-2,952)",20720,"(+/-2,854)",34630,"(+/-2,908)",38670,"(+/-2,886)",29055,"(+/-2,886)",33185,"(+/-2,899)",35760,"(+/-3,642)",31680,"(+/-3,568)",40060,"(+/-3,165)",38185,"(+/-2,412)",36025,"(+/-3,027)",34595,"(+/-3,250)",30950,"(+/-3,130)",32255,"(+/-2,691)",39755,"(+/-3,239)",32085,"(+/-3,061)",29405,"(+/-2,767)",33170,"(+/-3,317)",32105,"(+/-2,559)",30415,"(+/-3,278)",25625,"(+/-2,621)",36465,"(+/-2,621)",30905,"(+/-2,894)",25810,"(+/-2,679)",34080,"(+/-3,136)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",31935,"(+/-2,747)",30040,"(+/-2,438)",27030,"(+/-2,804)",25795,"(+/-2,856)",37605,"(+/-2,900)",39880,"(+/-3,257)",29880,"(+/-2,621)",30700,"(+/-2,654)",31990,"(+/-2,982)",35235,"(+/-3,676)",37215,"(+/-3,461)",33220,"(+/-2,597)",38625,"(+/-2,982)",32885,"(+/-3,010)",28325,"(+/-2,696)",34020,"(+/-2,696)",36520,"(+/-2,702)",26495,"(+/-2,524)",33610,"(+/-2,414)",31015,"(+/-2,715)",31900,"(+/-2,732)",29305,"(+/-2,873)",21465,"(+/-2,490)",29830,"(+/-2,832)",25890,"(+/-2,954)",25655,"(+/-2,714)",25495,"(+/-2,232)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",47395,"(+/-3,856)",40785,"(+/-3,060)",33055,"(+/-2,939)",40745,"(+/-4,381)",44860,"(+/-3,232)",47710,"(+/-3,080)",37690,"(+/-2,986)",49565,"(+/-3,921)",45915,"(+/-3,865)",38800,"(+/-3,498)",55035,"(+/-4,478)",45550,"(+/-3,115)",42590,"(+/-2,722)",39880,"(+/-2,802)",39620,"(+/-3,431)",41705,"(+/-2,740)",46290,"(+/-3,623)",40505,"(+/-3,769)",41955,"(+/-3,065)",37985,"(+/-3,348)",36620,"(+/-2,629)",40785,"(+/-3,063)",34090,"(+/-3,076)",32885,"(+/-3,445)",33255,"(+/-2,804)",35935,"(+/-3,055)",31650,"(+/-2,810)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",57645,"(+/-3,838)",45385,"(+/-3,330)",49435,"(+/-3,642)",52105,"(+/-3,802)",46270,"(+/-2,824)",55515,"(+/-3,414)",52010,"(+/-3,875)",57690,"(+/-3,420)",54240,"(+/-4,822)",52985,"(+/-4,057)",61495,"(+/-4,173)",52120,"(+/-3,279)",52735,"(+/-3,377)",47415,"(+/-3,085)",56525,"(+/-3,713)",59000,"(+/-3,285)",56070,"(+/-3,859)",53305,"(+/-4,341)",58370,"(+/-3,050)",45645,"(+/-3,652)",49860,"(+/-3,563)",54340,"(+/-3,469)",49305,"(+/-3,742)",40890,"(+/-3,267)",42135,"(+/-3,351)",38530,"(+/-3,022)",39290,"(+/-3,293)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",35785,"(+/-2,931)",30825,"(+/-2,450)",28710,"(+/-3,133)",40790,"(+/-3,210)",25580,"(+/-2,327)",30335,"(+/-2,257)",34930,"(+/-3,151)",33605,"(+/-2,655)",27175,"(+/-2,694)",29335,"(+/-3,698)",30615,"(+/-3,225)",34155,"(+/-2,511)",33075,"(+/-2,460)",33950,"(+/-2,748)",33445,"(+/-3,337)",36840,"(+/-2,847)",31415,"(+/-2,770)",34620,"(+/-3,285)",38310,"(+/-3,130)",26970,"(+/-2,691)",35275,"(+/-3,043)",32335,"(+/-2,649)",32495,"(+/-3,143)",21065,"(+/-2,479)",23180,"(+/-2,772)",26335,"(+/-2,316)",27990,"(+/-2,721)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",32665,"(+/-2,317)",27190,"(+/-2,355)",28460,"(+/-2,506)",41495,"(+/-3,163)",18325,"(+/-2,259)",29010,"(+/-2,632)",30770,"(+/-2,362)",31085,"(+/-2,493)",27365,"(+/-2,810)",29340,"(+/-2,751)",26165,"(+/-3,049)",32995,"(+/-2,789)",32355,"(+/-2,741)",32810,"(+/-2,825)",31910,"(+/-2,941)",37930,"(+/-2,654)",27110,"(+/-2,903)",35925,"(+/-3,148)",35525,"(+/-2,752)",24380,"(+/-2,950)",40500,"(+/-3,175)",38305,"(+/-2,884)",40765,"(+/-3,000)",15010,"(+/-1,596)",22765,"(+/-2,032)",27730,"(+/-2,170)",31175,"(+/-2,364)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",11075,"(+/-1,586)",6490,"(+/-1,147)",10685,"(+/-1,909)",19685,"(+/-2,893)",4530,"(+/-1,048)",8205,"(+/-1,365)",15375,"(+/-1,840)",11035,"(+/-1,750)",9325,"(+/-2,036)",11505,"(+/-1,707)",7305,"(+/-1,610)",13040,"(+/-1,652)",10755,"(+/-1,464)",12355,"(+/-1,628)",9940,"(+/-1,344)",16160,"(+/-2,003)",8900,"(+/-1,460)",14745,"(+/-1,671)",13615,"(+/-1,660)",7815,"(+/-1,591)",15780,"(+/-1,627)",18575,"(+/-2,074)",17445,"(+/-1,769)",5095,(+/-979),9025,"(+/-1,654)",9130,"(+/-1,308)",13600,"(+/-1,566)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",9290,"(+/-1,231)",7555,"(+/-1,268)",7380,"(+/-1,124)",21770,"(+/-2,321)",3110,(+/-923),7155,"(+/-1,342)",14910,"(+/-1,780)",10315,"(+/-1,398)",4800,"(+/-1,182)",14540,"(+/-2,529)",6255,"(+/-1,365)",11060,"(+/-1,474)",12320,"(+/-1,291)",17785,"(+/-1,831)",6570,"(+/-1,208)",14855,"(+/-1,807)",7985,"(+/-1,630)",18550,"(+/-2,038)",19240,"(+/-1,780)",5360,"(+/-1,453)",18335,"(+/-2,204)",23720,"(+/-2,004)",20265,"(+/-1,867)",5305,"(+/-1,021)",7065,"(+/-1,293)",7810,(+/-976),25370,"(+/-1,836)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",51094,"(+/-1,146)",45957,"(+/-1,203)",47433,"(+/-1,944)",64011,"(+/-2,737)",37436,"(+/-1,263)",44124,"(+/-1,454)",53733,"(+/-1,618)",50070,"(+/-1,522)",45489,"(+/-1,623)",50024,"(+/-2,131)",43422,"(+/-1,398)",47998,"(+/-1,877)",46368,"(+/-1,672)",48305,"(+/-2,154)",51900,"(+/-1,097)",54249,"(+/-1,511)",46040,"(+/-1,248)",54812,"(+/-1,851)",53878,"(+/-1,977)",43461,"(+/-1,908)",55836,"(+/-1,858)",56824,"(+/-1,047)",60910,"(+/-1,305)",35425,"(+/-1,108)",44823,"(+/-2,797)",49497,"(+/-1,564)",50069,"(+/-1,862)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",68160,"(+/-2,317)",62176,"(+/-1,944)",62897,"(+/-1,933)",89897,"(+/-3,324)",48993,"(+/-1,387)",60886,"(+/-2,494)",75686,"(+/-2,312)",69733,"(+/-2,597)",59242,"(+/-1,981)",73475,"(+/-3,535)",56876,"(+/-1,928)",67106,"(+/-1,671)",66993,"(+/-2,235)",72352,"(+/-2,006)",64998,"(+/-1,780)",75645,"(+/-2,076)",62753,"(+/-2,373)",81555,"(+/-3,176)",83093,"(+/-3,085)",57760,"(+/-1,800)",82881,"(+/-2,894)",88225,"(+/-2,947)",89100,"(+/-2,946)",51932,"(+/-1,944)",62029,"(+/-2,443)",67458,"(+/-2,045)",90764,"(+/-4,777)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",711550,"(+/-3,569)",663730,"(+/-10,037)",704510,"(+/-7,881)",738465,"(+/-10,742)",711795,"(+/-12,224)",729120,"(+/-8,023)",735985,"(+/-13,398)",724420,"(+/-3,874)",809925,"(+/-15,663)",779645,"(+/-16,252)",728795,"(+/-10,076)",733965,"(+/-8,264)",711985,"(+/-7,583)",751485,"(+/-11,697)",731745,"(+/-18,423)",774250,"(+/-10,876)",730155,"(+/-12,456)",743545,"(+/-8,696)",767035,"(+/-11,908)",769090,"(+/-15,268)",739185,"(+/-10,293)",734570,"(+/-10,824)",733800,"(+/-8,530)",730300,"(+/-15,578)",747670,"(+/-14,666)",787565,"(+/-15,922)",735875,"(+/-14,045)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",632605,"(+/-6,892)",586860,"(+/-8,899)",627245,"(+/-10,170)",672590,"(+/-12,279)",618215,"(+/-11,302)",641835,"(+/-9,093)",653565,"(+/-12,505)",641930,"(+/-7,237)",682650,"(+/-16,551)",662525,"(+/-16,489)",661010,"(+/-9,958)",661515,"(+/-8,979)",629680,"(+/-8,998)",650570,"(+/-12,409)",650640,"(+/-17,414)",672360,"(+/-11,607)",644140,"(+/-13,085)",659630,"(+/-10,767)",659840,"(+/-11,499)",634540,"(+/-13,631)",638035,"(+/-10,832)",633090,"(+/-11,571)",650660,"(+/-10,671)",571145,"(+/-14,600)",604550,"(+/-15,364)",642250,"(+/-15,641)",614940,"(+/-14,601)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",503165,"(+/-9,645)",410250,"(+/-10,127)",470575,"(+/-10,837)",567365,"(+/-14,337)",417440,"(+/-11,378)",460980,"(+/-11,709)",514485,"(+/-11,875)",468855,"(+/-10,706)",468565,"(+/-16,138)",484035,"(+/-17,300)",433940,"(+/-11,672)",472865,"(+/-12,673)",446150,"(+/-9,699)",467360,"(+/-12,854)",473030,"(+/-14,724)",488365,"(+/-11,708)",440945,"(+/-12,264)",485710,"(+/-12,743)",471800,"(+/-12,617)",389660,"(+/-11,642)",462245,"(+/-12,784)",487915,"(+/-12,891)",509010,"(+/-10,667)",322485,"(+/-11,652)",377295,"(+/-14,357)",410480,"(+/-10,989)",431705,"(+/-12,463)"
Socioeconomic,"Health Insurance Coverage","With public coverage",245830,"(+/-8,618)",278210,"(+/-9,618)",242510,"(+/-9,079)",200060,"(+/-9,475)",275395,"(+/-9,639)",306000,"(+/-9,396)",206735,"(+/-9,957)",299200,"(+/-8,163)",300345,"(+/-12,038)",237945,"(+/-11,484)",409095,"(+/-9,807)",294740,"(+/-8,849)",280835,"(+/-8,829)",240580,"(+/-8,726)",255590,"(+/-12,149)",322310,"(+/-10,335)",363190,"(+/-8,844)",290025,"(+/-9,352)",344405,"(+/-10,192)",292470,"(+/-12,780)",287960,"(+/-8,349)",230880,"(+/-7,837)",194920,"(+/-7,914)",280815,"(+/-10,927)",274465,"(+/-11,383)",265090,"(+/-13,155)",219600,"(+/-8,743)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",78945,"(+/-5,983)",76870,"(+/-6,443)",77265,"(+/-8,110)",65875,"(+/-6,985)",93585,"(+/-7,359)",87285,"(+/-7,766)",82420,"(+/-7,478)",82490,"(+/-5,983)",127275,"(+/-10,778)",117120,"(+/-9,234)",67785,"(+/-6,118)",72450,"(+/-6,159)",82305,"(+/-6,148)",100915,"(+/-7,643)",81105,"(+/-8,712)",101890,"(+/-8,133)",86015,"(+/-6,353)",83915,"(+/-8,634)",107195,"(+/-8,302)",134555,"(+/-9,248)",101150,"(+/-8,004)",101480,"(+/-7,200)",83140,"(+/-7,880)",159155,"(+/-9,726)",143120,"(+/-10,195)",145315,"(+/-12,248)",120935,"(+/-8,917)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",158110,"(+/-1,197)",144640,"(+/-4,136)",152395,"(+/-3,485)",155600,"(+/-4,988)",169110,"(+/-5,382)",132495,"(+/-3,849)",147450,"(+/-5,985)",132420,"(+/-1,438)",195075,"(+/-7,312)",187050,"(+/-7,014)",114235,"(+/-5,361)",141420,"(+/-4,170)",124450,"(+/-3,851)",165365,"(+/-6,079)",170660,"(+/-8,553)",152615,"(+/-4,776)",130585,"(+/-6,156)",143305,"(+/-4,618)",130610,"(+/-5,323)",185760,"(+/-7,822)",139820,"(+/-6,533)",138115,"(+/-6,764)",153380,"(+/-6,551)",161275,"(+/-7,769)",156400,"(+/-6,496)",181920,"(+/-8,119)",129145,"(+/-6,972)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8810,"(+/-2,193)",8940,"(+/-2,397)",7930,"(+/-3,055)",8490,"(+/-2,086)",10725,"(+/-2,213)",9935,"(+/-2,520)",8960,"(+/-2,685)",8300,"(+/-2,400)",16610,"(+/-3,634)",15895,"(+/-3,387)",4625,"(+/-1,146)",8335,"(+/-2,584)",6140,"(+/-2,085)",9665,"(+/-2,186)",10935,"(+/-3,279)",11995,"(+/-2,693)",8865,"(+/-1,896)",6925,"(+/-1,906)",13155,"(+/-3,095)",13385,"(+/-2,621)",14575,"(+/-2,951)",11550,"(+/-2,532)",9385,"(+/-2,405)",16260,"(+/-3,580)",13285,"(+/-3,048)",12790,"(+/-3,149)",7345,"(+/-2,606)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",8.3,(+/-1.3),12.6,(+/-1.3),13.3,(+/-1.4),6.4,(+/-1.2),17.9,(+/-1.9),10.7,(+/-1.3),9.3,(+/-1.2),9.1,(+/-1.5),14,(+/-1.5),12.8,(+/-1.5),9.5,(+/-1.4),8.2,(+/-0.9),10.2,(+/-1.2),14.1,(+/-1.4),9.8,(+/-1.2),8.1,(+/-1.1),9.9,(+/-1.2),8.3,(+/-1.1),9.8,(+/-1.2),17.3,(+/-1.7),8.9,(+/-1.1),8.2,(+/-1.2),7.4,(+/-1.2),20.4,(+/-1.6),17.4,(+/-1.6),14.7,(+/-1.4),11.4,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.1,(+/-2.8),21.3,(+/-2.7),19.4,(+/-2.6),9.5,(+/-2.2),29.9,(+/-3.3),20.7,(+/-3.3),18,(+/-2.7),16.6,(+/-3.1),21.5,(+/-2.5),18.9,(+/-2.4),23,(+/-3.7),12.4,(+/-2.0),19.2,(+/-2.6),21.1,(+/-2.2),16,(+/-2.0),14.7,(+/-2.3),20,(+/-3.3),14.6,(+/-2.5),19.9,(+/-2.8),25.3,(+/-2.6),15.9,(+/-2.3),14.1,(+/-2.3),11.1,(+/-2.1),29.1,(+/-2.6),22.6,(+/-2.5),22.1,(+/-2.5),14.8,(+/-2.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",11,(+/-4.7),21.9,(+/-5.6),22.7,(+/-6.3),8.1,(+/-3.8),26.6,(+/-7.3),22.6,(+/-7.4),16.8,(+/-6.6),17.5,(+/-7.1),20,(+/-5.6),17.5,(+/-5.0),16.5,(+/-6.8),16.5,(+/-5.5),17.4,(+/-6.7),21.9,(+/-5.0),15.7,(+/-5.5),13,(+/-5.2),18,(+/-7.5),17,(+/-6.5),19,(+/-6.7),25.1,(+/-6.7),11.5,(+/-5.0),13.3,(+/-6.0),12.2,(+/-5.0),21,(+/-6.0),23.9,(+/-6.0),10.4,(+/-4.2),7.7,(+/-3.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.4,(+/-1.1),6.4,(+/-1.1),6.7,(+/-1.2),3.5,(+/-0.9),7.1,(+/-1.4),5.5,(+/-0.9),4.5,(+/-1.1),4,(+/-1.0),8.7,(+/-1.4),7.5,(+/-1.4),4.5,(+/-1.1),5.3,(+/-0.8),5.4,(+/-1.1),6.2,(+/-1.4),4.9,(+/-0.9),4,(+/-0.8),7.3,(+/-1.2),5.1,(+/-1.1),6.2,(+/-1.1),9.8,(+/-1.9),5.6,(+/-1.0),4.4,(+/-0.9),3.5,(+/-0.9),12.4,(+/-1.9),11.9,(+/-1.6),8.4,(+/-1.3),7.7,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.4,(+/-2.3),11,(+/-2.6),7.1,(+/-2.2),3.3,(+/-1.4),13.3,(+/-2.9),8,(+/-2.4),9.2,(+/-2.7),5.6,(+/-2.2),12.9,(+/-2.7),10.1,(+/-2.4),8.2,(+/-2.7),7.3,(+/-2.0),8.4,(+/-2.8),7.6,(+/-2.1),8.2,(+/-2.0),6.1,(+/-2.1),14.6,(+/-4.0),7.1,(+/-2.5),10.4,(+/-2.8),14.2,(+/-3.4),9,(+/-2.2),7,(+/-2.2),4.5,(+/-1.6),18.5,(+/-3.4),13.5,(+/-2.5),10.6,(+/-2.4),6.1,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.7,(+/-5.2),9.9,(+/-4.9),7.9,(+/-6.1),2.8,(+/-3.2),14,(+/-6.7),7.6,(+/-6.9),8.7,(+/-5.9),2.6,(+/-2.9),13.8,(+/-6.3),9.5,(+/-5.0),5.4,(+/-4.8),6.8,(+/-5.3),3.5,(+/-3.4),5.7,(+/-3.0),10.7,(+/-7.4),2.3,(+/-1.9),6.3,(+/-5.8),4.8,(+/-4.9),6.8,(+/-4.7),12.8,(+/-6.6),5.9,(+/-3.8),5.8,(+/-5.0),3.9,(+/-3.3),6.5,(+/-4.6),12.9,(+/-5.7),3.8,(+/-3.1),3.1,(+/-2.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",22.6,(+/-4.2),33.1,(+/-4.5),33.8,(+/-5.4),19,(+/-4.3),35,(+/-4.4),29,(+/-4.8),24.9,(+/-4.5),25,(+/-5.5),31,(+/-4.7),25.1,(+/-4.0),33.3,(+/-5.1),19.9,(+/-3.3),24.1,(+/-3.8),31.9,(+/-3.4),22.3,(+/-3.6),22.5,(+/-4.1),21.9,(+/-4.5),24.5,(+/-4.7),27.8,(+/-4.6),30.6,(+/-3.6),20.4,(+/-3.7),22.3,(+/-3.9),19.9,(+/-4.3),32.6,(+/-3.2),28.8,(+/-3.8),31.3,(+/-4.1),22.6,(+/-4.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",39.5,(+/-7.1),41.9,(+/-5.7),44.8,(+/-7.4),25.7,(+/-6.8),45.2,(+/-5.5),41.1,(+/-6.8),36,(+/-7.1),34.7,(+/-7.4),39.9,(+/-6.1),34.3,(+/-5.5),47.3,(+/-7.2),26.5,(+/-5.5),35.1,(+/-5.9),41.5,(+/-4.4),27.7,(+/-4.7),28.5,(+/-5.7),32.5,(+/-7.2),38.4,(+/-7.4),40,(+/-6.4),39.8,(+/-4.6),30,(+/-5.8),32.1,(+/-5.8),27.2,(+/-6.2),42.6,(+/-4.6),35.6,(+/-5.1),45.3,(+/-5.6),36.4,(+/-7.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",31.7,(+/-14.1),47.7,(+/-14.1),63.5,(+/-20.0),22.3,(+/-15.5),43.4,(+/-12.8),45.5,(+/-15.0),45.2,(+/-20.8),33.8,(+/-16.9),38.2,(+/-14.3),34,(+/-11.1),34.4,(+/-14.3),34.8,(+/-11.8),49.6,(+/-16.4),49.8,(+/-11.1),25.9,(+/-11.0),24.5,(+/-12.3),32.5,(+/-16.0),52.3,(+/-15.5),52.4,(+/-16.7),45.3,(+/-14.4),29.7,(+/-22.3),48.5,(+/-19.1),48.7,(+/-17.7),38.4,(+/-12.1),36.3,(+/-12.9),30.2,(+/-13.5),30.5,(+/-14.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",12.8,(+/-1.3),17.8,(+/-1.3),19.6,(+/-1.3),9.6,(+/-1.1),24.3,(+/-1.5),15.1,(+/-1.3),14.4,(+/-1.2),13.1,(+/-1.4),17.8,(+/-1.4),15,(+/-1.4),14.7,(+/-1.3),12.6,(+/-1.1),15,(+/-1.2),18.2,(+/-1.3),14.1,(+/-1.1),12.7,(+/-1.2),14.9,(+/-1.4),12.4,(+/-1.2),15,(+/-1.5),21,(+/-1.9),12.6,(+/-1.3),11.6,(+/-1.2),10.1,(+/-1.1),25.5,(+/-1.6),21,(+/-1.5),18.1,(+/-1.6),15.1,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.6,(+/-3.6),26,(+/-3.2),23.3,(+/-3.0),11.1,(+/-2.5),35.8,(+/-3.5),22.3,(+/-3.7),20.9,(+/-3.2),21,(+/-3.7),26.3,(+/-2.9),21.5,(+/-3.0),28.9,(+/-4.9),15.3,(+/-2.8),23.8,(+/-3.3),25.3,(+/-2.8),19.8,(+/-2.1),20.2,(+/-3.2),23.9,(+/-3.7),17.7,(+/-3.1),26.5,(+/-3.9),31.4,(+/-3.8),19.3,(+/-2.7),16.7,(+/-2.9),13.5,(+/-2.6),35,(+/-3.2),26,(+/-3.0),28.2,(+/-3.2),16.7,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.2,(+/-3.6),25.6,(+/-3.2),22.8,(+/-3.0),10.6,(+/-2.5),35.5,(+/-3.5),22,(+/-3.7),20.8,(+/-3.2),20.7,(+/-3.8),26,(+/-2.8),21.2,(+/-3.0),28.6,(+/-5.0),14.9,(+/-2.8),23.3,(+/-3.3),24.8,(+/-2.8),19.6,(+/-2.1),20.1,(+/-3.2),23.3,(+/-3.7),17.5,(+/-3.1),26.3,(+/-3.9),31.2,(+/-3.8),19.1,(+/-2.7),16,(+/-2.9),13.4,(+/-2.6),34.7,(+/-3.2),25.9,(+/-3.0),27.7,(+/-3.2),16.1,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",23.2,(+/-5.4),29.6,(+/-5.3),26.7,(+/-5.1),12.4,(+/-3.3),37.3,(+/-5.3),25.5,(+/-5.5),23.9,(+/-5.4),21.4,(+/-5.9),29.9,(+/-5.2),24.9,(+/-5.1),32.5,(+/-6.6),20.2,(+/-5.3),28.3,(+/-5.1),27.6,(+/-4.4),24.7,(+/-4.1),22.6,(+/-5.2),25.7,(+/-5.4),18.7,(+/-4.5),29.8,(+/-6.4),37.2,(+/-5.6),22,(+/-4.9),16.4,(+/-4.4),16.8,(+/-4.9),35.5,(+/-6.1),31,(+/-6.0),27.8,(+/-4.9),14.2,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.4,(+/-3.6),24,(+/-3.7),21.4,(+/-3.5),10,(+/-2.8),34.7,(+/-3.8),20.8,(+/-4.0),19.7,(+/-3.2),20.4,(+/-4.2),24.6,(+/-3.4),19.9,(+/-2.9),27.2,(+/-5.2),13.2,(+/-2.7),21.4,(+/-3.5),23.8,(+/-3.0),17.7,(+/-2.3),19.2,(+/-3.3),22.6,(+/-3.9),17.1,(+/-3.6),25.1,(+/-4.3),28.5,(+/-3.9),18.1,(+/-2.7),15.9,(+/-3.1),12.3,(+/-2.6),34.4,(+/-3.3),23.9,(+/-2.7),27.7,(+/-3.4),17,(+/-3.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.4,(+/-0.9),15.6,(+/-1.1),18.6,(+/-1.2),9.2,(+/-0.9),20.8,(+/-1.3),13.6,(+/-1.1),12.7,(+/-1.0),11.4,(+/-1.2),15.2,(+/-1.2),13,(+/-1.2),12.1,(+/-1.0),12,(+/-0.9),13.2,(+/-1.0),16.2,(+/-1.1),12.3,(+/-1.1),10.9,(+/-1.1),13,(+/-1.1),11.1,(+/-1.0),12.7,(+/-1.2),17.7,(+/-1.6),11.1,(+/-1.0),10.5,(+/-0.9),9.2,(+/-0.9),22.8,(+/-1.5),19.7,(+/-1.4),15.1,(+/-1.3),14.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.3,(+/-1.2),9.6,(+/-1.6),8.7,(+/-1.5),9.3,(+/-1.6),10.8,(+/-1.7),7.6,(+/-1.0),8.5,(+/-1.5),7.7,(+/-1.5),9.4,(+/-1.6),10.1,(+/-1.9),7.2,(+/-1.2),9.5,(+/-1.2),10.8,(+/-1.4),14.7,(+/-2.3),6.9,(+/-1.4),7.5,(+/-1.1),7.2,(+/-0.9),8.1,(+/-1.2),7.4,(+/-1.1),16.5,(+/-2.7),7.6,(+/-1.0),8.3,(+/-1.2),9.5,(+/-1.7),26.5,(+/-2.6),22.5,(+/-2.1),16.1,(+/-2.4),22.4,(+/-2.1)
