Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",206,(+/-167),8772,"(+/-1,671)",5730,"(+/-1,232)",1525,(+/-759),4298,"(+/-1,260)",663,(+/-489),11596,"(+/-2,269)",4005,"(+/-1,212)",17462,"(+/-2,780)",4890,"(+/-1,132)",432,(+/-341),1354,(+/-565),1032,(+/-489),1315,(+/-461),1580,(+/-733),4065,"(+/-1,125)",3882,"(+/-1,074)",10776,"(+/-2,114)",2238,"(+/-1,018)",9395,"(+/-1,718)",8798,"(+/-1,994)",6364,"(+/-1,514)",1475,(+/-701),8198,"(+/-1,714)",5292,"(+/-1,227)",1392,(+/-533),2424,(+/-741),2880,(+/-835),7479,"(+/-2,006)",12742,"(+/-1,972)",3060,(+/-829),9472,"(+/-1,700)",7355,"(+/-1,533)",1146,(+/-557),14751,"(+/-2,683)",1190,(+/-713)
Workers,"Commuting to Work",Walked,4587,"(+/-1,066)",6686,"(+/-1,640)",3599,"(+/-1,025)",4007,(+/-958),2836,(+/-801),3639,"(+/-1,073)",5583,"(+/-1,297)",5007,"(+/-1,814)",4024,"(+/-1,420)",4965,"(+/-1,713)",5516,"(+/-1,447)",5489,"(+/-1,731)",8993,"(+/-2,300)",5135,"(+/-1,595)",3544,"(+/-1,372)",7623,"(+/-1,897)",5839,"(+/-1,538)",6566,"(+/-1,556)",5629,"(+/-1,180)",6247,"(+/-1,139)",9303,"(+/-1,906)",2775,"(+/-1,171)",4462,"(+/-1,162)",5717,"(+/-1,541)",8901,"(+/-1,842)",6685,"(+/-2,578)",6078,"(+/-2,090)",4253,"(+/-1,049)",5704,"(+/-1,337)",5645,"(+/-1,000)",5954,"(+/-1,959)",5990,"(+/-1,351)",3499,(+/-952),3938,"(+/-1,332)",7254,"(+/-1,879)",3669,"(+/-1,240)"
Workers,"Commuting to Work","Other means",3822,"(+/-1,180)",5493,"(+/-1,562)",5350,"(+/-1,574)",3746,"(+/-1,066)",7748,"(+/-1,788)",3680,"(+/-1,128)",6054,"(+/-1,545)",4642,"(+/-1,552)",5979,"(+/-1,855)",5920,"(+/-1,398)",2292,(+/-766),4331,"(+/-1,072)",3691,(+/-854),5297,"(+/-1,398)",12261,"(+/-2,380)",4749,"(+/-1,306)",4516,"(+/-1,311)",9052,"(+/-1,772)",3894,(+/-909),3839,"(+/-1,113)",7688,"(+/-1,644)",4996,"(+/-1,507)",4265,"(+/-1,084)",4442,"(+/-1,159)",7667,"(+/-1,812)",6363,"(+/-1,717)",4721,"(+/-1,101)",2121,(+/-704),11844,"(+/-2,307)",4608,"(+/-1,394)",5377,"(+/-1,283)",5155,"(+/-1,292)",9109,"(+/-2,025)",4643,"(+/-1,278)",6115,"(+/-1,421)",5024,"(+/-1,445)"
Workers,"Commuting to Work","Worked at home",8696,"(+/-1,673)",19421,"(+/-2,544)",37206,"(+/-2,646)",13869,"(+/-1,678)",12132,"(+/-1,901)",17342,"(+/-3,134)",20660,"(+/-2,795)",15690,"(+/-2,732)",9544,"(+/-1,943)",22833,"(+/-2,715)",10947,"(+/-1,762)",13219,"(+/-2,004)",9427,"(+/-1,591)",9007,"(+/-1,907)",12829,"(+/-2,571)",12380,"(+/-2,594)",13538,"(+/-1,978)",9274,"(+/-1,662)",8433,"(+/-1,387)",13995,"(+/-2,364)",28774,"(+/-3,113)",16440,"(+/-2,742)",15165,"(+/-2,602)",22144,"(+/-2,384)",29080,"(+/-2,966)",26175,"(+/-2,589)",9259,"(+/-1,642)",10584,"(+/-1,898)",6754,"(+/-1,314)",9835,"(+/-1,636)",24237,"(+/-2,765)",24890,"(+/-3,018)",7854,"(+/-1,749)",7605,"(+/-2,066)",11853,"(+/-1,924)",7858,"(+/-1,565)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",22.4,(+/-0.8),29.6,(+/-0.7),28.2,(+/-0.5),26.4,(+/-0.8),30.9,(+/-0.8),28.6,(+/-0.7),29.1,(+/-0.7),32.1,(+/-1.0),29.7,(+/-0.6),29.7,(+/-0.7),20.9,(+/-0.9),27.6,(+/-1.0),17.9,(+/-0.6),24.7,(+/-0.8),24.2,(+/-1.1),22.5,(+/-0.7),20.9,(+/-0.5),29.2,(+/-0.6),17.3,(+/-0.6),25.6,(+/-0.6),25.5,(+/-0.8),33.6,(+/-1.0),26.3,(+/-1.0),24.1,(+/-0.4),26.7,(+/-0.7),29.5,(+/-0.7),21.5,(+/-0.7),23.9,(+/-0.8),28.5,(+/-0.7),29.6,(+/-0.6),25.5,(+/-0.8),25.8,(+/-0.5),27.4,(+/-0.8),21.4,(+/-0.7),25.2,(+/-0.6),28.2,(+/-0.8)
Workers,Occupation,"Civilian employed population 16 years and over",298086,"(+/-6,185)",398374,"(+/-15,090)",425586,"(+/-6,350)",310435,"(+/-6,424)",327931,"(+/-9,375)",371688,"(+/-8,917)",396313,"(+/-12,221)",349821,"(+/-10,116)",387105,"(+/-14,152)",399263,"(+/-11,988)",343800,"(+/-7,325)",378604,"(+/-10,651)",314910,"(+/-5,704)",325917,"(+/-7,003)",300991,"(+/-7,370)",307397,"(+/-6,368)",357797,"(+/-7,925)",352050,"(+/-11,585)",321858,"(+/-6,164)",349049,"(+/-10,157)",389033,"(+/-9,833)",422996,"(+/-11,457)",302764,"(+/-9,903)",434492,"(+/-7,651)",347478,"(+/-9,193)",428261,"(+/-9,028)",328831,"(+/-6,288)",288375,"(+/-8,109)",331514,"(+/-12,837)",336394,"(+/-9,371)",373095,"(+/-7,207)",396159,"(+/-9,258)",323813,"(+/-9,526)",261555,"(+/-7,925)",393642,"(+/-10,188)",318524,"(+/-8,926)"
Workers,Occupation,"Management, business, science, and arts occupations",90719,"(+/-4,453)",172676,"(+/-7,476)",226749,"(+/-7,369)",100228,"(+/-5,159)",91708,"(+/-4,769)",135993,"(+/-5,435)",185377,"(+/-8,465)",139412,"(+/-8,683)",107814,"(+/-6,305)",165207,"(+/-6,690)",101622,"(+/-4,526)",140322,"(+/-6,391)",95741,"(+/-4,739)",119253,"(+/-5,782)",83992,"(+/-4,584)",93474,"(+/-4,505)",139066,"(+/-5,512)",99377,"(+/-4,864)",99311,"(+/-4,260)",113978,"(+/-5,901)",178291,"(+/-8,064)",210504,"(+/-7,888)",89142,"(+/-4,840)",192978,"(+/-6,647)",148607,"(+/-6,132)",191373,"(+/-7,079)",94277,"(+/-4,558)",78986,"(+/-5,184)",53469,"(+/-4,467)",96597,"(+/-5,133)",154858,"(+/-6,046)",172446,"(+/-6,785)",51201,"(+/-3,669)",68613,"(+/-5,130)",101069,"(+/-6,019)",98607,"(+/-5,425)"
Workers,Occupation,"Service occupations",55258,"(+/-4,295)",56262,"(+/-6,057)",53443,"(+/-3,932)",53009,"(+/-3,685)",62090,"(+/-3,870)",48084,"(+/-4,078)",60425,"(+/-5,597)",52267,"(+/-5,595)",89303,"(+/-6,873)",61511,"(+/-5,216)",57879,"(+/-3,595)",56990,"(+/-5,223)",57897,"(+/-3,418)",55663,"(+/-4,574)",65769,"(+/-4,872)",62041,"(+/-4,168)",56155,"(+/-3,877)",68737,"(+/-5,329)",61197,"(+/-4,208)",71607,"(+/-5,605)",61086,"(+/-4,124)",49790,"(+/-6,059)",60383,"(+/-4,873)",60216,"(+/-4,425)",51864,"(+/-4,213)",61211,"(+/-5,036)",65977,"(+/-4,791)",63271,"(+/-4,169)",65633,"(+/-5,384)",60210,"(+/-4,209)",60173,"(+/-4,060)",59873,"(+/-3,930)",69754,"(+/-5,085)",66904,"(+/-4,517)",95156,"(+/-6,975)",50429,"(+/-4,045)"
Workers,Occupation,"Sales and office occupations",69166,"(+/-4,853)",94607,"(+/-5,728)",101344,"(+/-5,093)",77640,"(+/-4,854)",84900,"(+/-4,939)",105072,"(+/-6,071)",88265,"(+/-6,575)",82166,"(+/-5,728)",94281,"(+/-6,114)",93943,"(+/-6,039)",81956,"(+/-4,563)",98871,"(+/-6,398)",70990,"(+/-4,156)",70526,"(+/-4,070)",74830,"(+/-5,060)",87130,"(+/-5,487)",85173,"(+/-5,138)",82173,"(+/-6,156)",77362,"(+/-4,679)",89612,"(+/-4,930)",98316,"(+/-5,710)",97237,"(+/-7,326)",73146,"(+/-5,067)",110219,"(+/-5,857)",78209,"(+/-4,833)",111546,"(+/-5,512)",75710,"(+/-4,955)",72982,"(+/-5,006)",72253,"(+/-4,932)",85202,"(+/-4,944)",93000,"(+/-5,796)",99112,"(+/-6,124)",65533,"(+/-4,096)",62175,"(+/-4,339)",99018,"(+/-5,620)",70145,"(+/-4,733)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",37877,"(+/-3,343)",31611,"(+/-4,134)",19210,"(+/-2,554)",34474,"(+/-3,242)",43248,"(+/-3,791)",30927,"(+/-3,912)",29329,"(+/-3,876)",37672,"(+/-5,074)",44284,"(+/-4,548)",37714,"(+/-4,628)",53356,"(+/-3,201)",35291,"(+/-3,435)",45681,"(+/-3,246)",38502,"(+/-3,315)",37784,"(+/-3,730)",25960,"(+/-3,159)",37347,"(+/-3,571)",43373,"(+/-3,942)",41743,"(+/-3,653)",38680,"(+/-3,705)",25512,"(+/-3,326)",28376,"(+/-4,549)",41352,"(+/-3,590)",29872,"(+/-2,749)",32147,"(+/-3,033)",27522,"(+/-3,958)",47101,"(+/-3,572)",36799,"(+/-3,230)",71709,"(+/-5,424)",39175,"(+/-3,724)",29106,"(+/-2,939)",30667,"(+/-3,209)",65672,"(+/-5,232)",33755,"(+/-3,372)",54687,"(+/-5,375)",48909,"(+/-4,640)"
Workers,Occupation,"Production, transportation, and material moving occupations",45066,"(+/-3,150)",43218,"(+/-5,352)",24840,"(+/-3,064)",45084,"(+/-3,595)",45985,"(+/-3,662)",51612,"(+/-4,038)",32917,"(+/-4,306)",38304,"(+/-4,250)",51423,"(+/-5,125)",40888,"(+/-3,893)",48987,"(+/-3,514)",47130,"(+/-3,300)",44601,"(+/-3,239)",41973,"(+/-3,835)",38616,"(+/-3,759)",38792,"(+/-3,427)",40056,"(+/-3,312)",58390,"(+/-4,102)",42245,"(+/-3,510)",35172,"(+/-3,417)",25828,"(+/-3,174)",37089,"(+/-4,262)",38741,"(+/-3,996)",41207,"(+/-3,355)",36651,"(+/-3,591)",36609,"(+/-3,445)",45766,"(+/-3,564)",36337,"(+/-3,445)",68450,"(+/-5,412)",55210,"(+/-4,299)",35958,"(+/-3,793)",34061,"(+/-3,190)",71653,"(+/-4,673)",30108,"(+/-2,779)",43712,"(+/-3,793)",50434,"(+/-3,602)"
Workers,Industry,"Civilian employed population 16 years and over",298086,"(+/-6,185)",398374,"(+/-15,090)",425586,"(+/-6,350)",310435,"(+/-6,424)",327931,"(+/-9,375)",371688,"(+/-8,917)",396313,"(+/-12,221)",349821,"(+/-10,116)",387105,"(+/-14,152)",399263,"(+/-11,988)",343800,"(+/-7,325)",378604,"(+/-10,651)",314910,"(+/-5,704)",325917,"(+/-7,003)",300991,"(+/-7,370)",307397,"(+/-6,368)",357797,"(+/-7,925)",352050,"(+/-11,585)",321858,"(+/-6,164)",349049,"(+/-10,157)",389033,"(+/-9,833)",422996,"(+/-11,457)",302764,"(+/-9,903)",434492,"(+/-7,651)",347478,"(+/-9,193)",428261,"(+/-9,028)",328831,"(+/-6,288)",288375,"(+/-8,109)",331514,"(+/-12,837)",336394,"(+/-9,371)",373095,"(+/-7,207)",396159,"(+/-9,258)",323813,"(+/-9,526)",261555,"(+/-7,925)",393642,"(+/-10,188)",318524,"(+/-8,926)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",17370,"(+/-2,443)",19512,"(+/-2,414)",3550,(+/-946),9605,"(+/-1,402)",7569,"(+/-1,453)",4434,"(+/-1,056)",23125,"(+/-3,123)",22582,"(+/-3,473)",7913,"(+/-1,787)",15348,"(+/-2,400)",46226,"(+/-3,313)",10793,"(+/-2,099)",24606,"(+/-2,176)",5950,"(+/-1,579)",14011,"(+/-2,446)",3382,"(+/-1,012)",11389,"(+/-2,301)",9836,"(+/-1,671)",24149,"(+/-2,377)",4105,"(+/-1,091)",7406,"(+/-1,605)",22862,"(+/-2,828)",19643,"(+/-2,237)",4618,"(+/-1,043)",9489,"(+/-1,838)",4887,"(+/-1,377)",16831,"(+/-2,482)",12528,"(+/-2,291)",4297,"(+/-1,438)",2099,(+/-974),4315,"(+/-1,044)",4582,"(+/-1,224)",3704,"(+/-1,299)",15683,"(+/-2,198)",3973,"(+/-1,278)",12050,"(+/-2,075)"
Workers,Industry,Construction,20978,"(+/-2,708)",32272,"(+/-4,613)",19663,"(+/-3,564)",26354,"(+/-2,905)",31511,"(+/-3,463)",21691,"(+/-3,061)",24567,"(+/-3,208)",27413,"(+/-4,513)",37737,"(+/-4,253)",32282,"(+/-4,581)",27974,"(+/-3,193)",22679,"(+/-2,550)",24154,"(+/-2,374)",35447,"(+/-3,930)",19937,"(+/-2,995)",13986,"(+/-2,476)",24405,"(+/-3,531)",36123,"(+/-3,804)",23382,"(+/-2,478)",28379,"(+/-3,506)",22790,"(+/-2,911)",24152,"(+/-3,308)",25668,"(+/-3,584)",23186,"(+/-2,883)",25214,"(+/-3,370)",22336,"(+/-2,671)",32366,"(+/-2,882)",24552,"(+/-2,990)",61609,"(+/-5,414)",34391,"(+/-3,616)",23504,"(+/-3,067)",26756,"(+/-3,105)",56262,"(+/-5,034)",19712,"(+/-2,558)",43777,"(+/-4,822)",35602,"(+/-3,729)"
Workers,Industry,Manufacturing,29409,"(+/-2,694)",38658,"(+/-3,137)",39199,"(+/-3,059)",39861,"(+/-3,365)",29342,"(+/-2,770)",38410,"(+/-3,237)",33735,"(+/-3,639)",32816,"(+/-3,969)",20937,"(+/-2,533)",39122,"(+/-3,006)",22724,"(+/-2,431)",42640,"(+/-4,146)",27538,"(+/-2,459)",40636,"(+/-3,474)",20898,"(+/-2,988)",19945,"(+/-2,733)",30823,"(+/-3,272)",32834,"(+/-3,114)",19440,"(+/-2,275)",21364,"(+/-2,780)",21702,"(+/-2,595)",43273,"(+/-4,564)",18541,"(+/-3,233)",34478,"(+/-2,920)",30312,"(+/-3,115)",34385,"(+/-3,407)",30071,"(+/-2,781)",10789,"(+/-2,067)",38566,"(+/-3,819)",29095,"(+/-2,989)",36030,"(+/-3,429)",32617,"(+/-2,932)",39900,"(+/-3,567)",13886,"(+/-2,119)",21130,"(+/-2,732)",47288,"(+/-3,541)"
Workers,Industry,"Wholesale trade",6412,"(+/-1,507)",16451,"(+/-2,497)",12521,"(+/-1,806)",9598,"(+/-1,637)",7288,"(+/-1,436)",13284,"(+/-2,174)",18048,"(+/-2,586)",13045,"(+/-2,414)",8635,"(+/-1,881)",14482,"(+/-2,193)",10192,"(+/-1,584)",10827,"(+/-2,176)",10785,"(+/-1,546)",5933,"(+/-1,542)",9827,"(+/-1,996)",8598,"(+/-2,004)",9444,"(+/-1,667)",11802,"(+/-2,246)",7955,"(+/-1,283)",7594,"(+/-1,885)",10696,"(+/-1,978)",14791,"(+/-2,726)",7234,"(+/-1,614)",16531,"(+/-1,994)",9553,"(+/-1,800)",17099,"(+/-1,975)",8306,"(+/-1,587)",9552,"(+/-2,069)",10591,"(+/-2,180)",8617,"(+/-1,770)",9976,"(+/-1,633)",11073,"(+/-1,673)",11477,"(+/-1,899)",6621,"(+/-1,712)",11240,"(+/-2,472)",9540,"(+/-1,978)"
Workers,Industry,"Retail trade",37578,"(+/-3,613)",37548,"(+/-4,114)",49859,"(+/-3,653)",40815,"(+/-3,125)",40685,"(+/-3,496)",47794,"(+/-4,491)",37835,"(+/-4,216)",40281,"(+/-4,041)",52225,"(+/-4,890)",40908,"(+/-4,803)",39431,"(+/-3,520)",49677,"(+/-4,723)",38417,"(+/-3,075)",32713,"(+/-3,116)",42426,"(+/-4,461)",37103,"(+/-3,480)",42311,"(+/-3,875)",40264,"(+/-4,946)",40704,"(+/-3,546)",41531,"(+/-3,391)",43420,"(+/-3,948)",47932,"(+/-5,246)",33780,"(+/-3,206)",47265,"(+/-3,894)",37682,"(+/-3,475)",52419,"(+/-5,037)",40904,"(+/-3,780)",35516,"(+/-3,562)",39227,"(+/-3,428)",37627,"(+/-3,764)",42223,"(+/-3,555)",45575,"(+/-3,778)",32245,"(+/-3,061)",34761,"(+/-3,546)",50297,"(+/-4,718)",32773,"(+/-3,402)"
Workers,Industry,"Transportation and warehousing, and utilities",14054,"(+/-2,203)",26044,"(+/-3,514)",12358,"(+/-2,242)",14900,"(+/-2,171)",19405,"(+/-2,583)",26807,"(+/-3,125)",18611,"(+/-2,905)",21812,"(+/-3,246)",25614,"(+/-3,704)",20926,"(+/-2,669)",20094,"(+/-2,754)",29421,"(+/-3,605)",16221,"(+/-1,917)",14287,"(+/-2,178)",16111,"(+/-2,824)",20913,"(+/-2,409)",16370,"(+/-2,197)",29646,"(+/-3,516)",17859,"(+/-1,981)",12906,"(+/-2,248)",15122,"(+/-2,227)",21352,"(+/-3,265)",21598,"(+/-2,719)",33460,"(+/-3,780)",14591,"(+/-2,062)",26459,"(+/-2,432)",16674,"(+/-1,945)",25287,"(+/-2,722)",27895,"(+/-4,042)",27118,"(+/-2,720)",14303,"(+/-2,234)",16381,"(+/-2,062)",20590,"(+/-2,202)",13320,"(+/-2,009)",18419,"(+/-2,314)",20601,"(+/-2,344)"
Workers,Industry,Information,4327,"(+/-1,088)",6044,"(+/-1,468)",15644,"(+/-2,292)",3881,(+/-885),8826,"(+/-2,072)",8064,"(+/-1,970)",5616,"(+/-1,525)",6432,"(+/-4,001)",4341,"(+/-1,377)",7885,"(+/-1,534)",4375,"(+/-1,032)",5853,"(+/-1,929)",4573,"(+/-1,125)",3569,"(+/-1,116)",2549,(+/-861),5200,"(+/-1,539)",6135,"(+/-1,348)",5932,"(+/-1,683)",5085,"(+/-1,304)",6167,"(+/-1,679)",10315,"(+/-1,885)",6033,"(+/-1,926)",3959,(+/-832),14265,"(+/-2,094)",7518,"(+/-1,616)",12418,"(+/-4,359)",3579,"(+/-1,007)",3256,"(+/-1,006)",2935,"(+/-1,172)",4866,"(+/-1,136)",8174,"(+/-1,714)",13911,"(+/-2,955)",3253,"(+/-1,098)",3378,"(+/-1,033)",8804,"(+/-1,989)",1831,(+/-739)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",13365,"(+/-1,881)",30091,"(+/-3,800)",48465,"(+/-3,613)",17083,"(+/-1,934)",19225,"(+/-2,509)",30929,"(+/-3,434)",31782,"(+/-3,687)",20399,"(+/-3,456)",23845,"(+/-3,119)",27736,"(+/-3,079)",15741,"(+/-2,179)",20608,"(+/-2,266)",13511,"(+/-1,534)",16413,"(+/-2,441)",11960,"(+/-2,015)",17685,"(+/-2,772)",21730,"(+/-2,612)",18186,"(+/-2,419)",17235,"(+/-2,217)",33511,"(+/-3,351)",31052,"(+/-3,036)",28771,"(+/-3,651)",21516,"(+/-2,797)",47322,"(+/-3,659)",22316,"(+/-2,466)",38366,"(+/-3,563)",16241,"(+/-2,218)",14770,"(+/-2,126)",12061,"(+/-1,794)",25790,"(+/-3,152)",25685,"(+/-2,829)",38652,"(+/-3,648)",14958,"(+/-1,929)",10678,"(+/-1,711)",20801,"(+/-2,388)",13467,"(+/-2,350)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",23323,"(+/-2,821)",56131,"(+/-4,324)",71369,"(+/-4,913)",27252,"(+/-2,713)",35775,"(+/-4,139)",38036,"(+/-4,045)",67493,"(+/-4,594)",42786,"(+/-4,161)",42917,"(+/-3,958)",55003,"(+/-4,589)",25395,"(+/-2,848)",38835,"(+/-3,575)",19757,"(+/-2,105)",33861,"(+/-3,636)",24452,"(+/-2,625)",34137,"(+/-3,772)",36709,"(+/-3,764)",44236,"(+/-3,707)",19362,"(+/-2,078)",36659,"(+/-3,549)",59123,"(+/-4,421)",54702,"(+/-5,225)",25364,"(+/-2,740)",67957,"(+/-4,199)",48027,"(+/-3,812)",56592,"(+/-3,706)",25259,"(+/-2,444)",21670,"(+/-2,682)",30330,"(+/-3,459)",40338,"(+/-4,204)",54456,"(+/-4,622)",63705,"(+/-4,016)",33615,"(+/-3,125)",18421,"(+/-2,681)",45026,"(+/-4,585)",26666,"(+/-3,014)"
Workers,Industry,"Educational services, and health care and social assistance",81777,"(+/-4,631)",73758,"(+/-5,534)",85897,"(+/-4,672)",69649,"(+/-4,148)",62352,"(+/-3,790)",81884,"(+/-4,819)",73422,"(+/-4,321)",63502,"(+/-5,132)",88270,"(+/-6,428)",77941,"(+/-4,999)",70788,"(+/-4,245)",80121,"(+/-4,550)",70469,"(+/-3,533)",74491,"(+/-4,754)",81763,"(+/-4,658)",75028,"(+/-5,236)",89992,"(+/-4,842)",62909,"(+/-4,565)",85145,"(+/-4,067)",82681,"(+/-5,360)",82637,"(+/-5,622)",103188,"(+/-7,633)",65444,"(+/-5,073)",71744,"(+/-4,413)",76508,"(+/-4,207)",83564,"(+/-4,675)",71664,"(+/-4,060)",71614,"(+/-4,929)",48072,"(+/-4,005)",65668,"(+/-3,789)",85505,"(+/-4,525)",78416,"(+/-4,784)",43307,"(+/-3,767)",75754,"(+/-4,766)",73345,"(+/-5,417)",64394,"(+/-4,489)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",22940,"(+/-3,493)",33322,"(+/-3,806)",36792,"(+/-3,532)",21564,"(+/-2,267)",32472,"(+/-3,926)",26962,"(+/-3,164)",35098,"(+/-3,939)",24719,"(+/-4,026)",38966,"(+/-4,599)",31546,"(+/-4,322)",28114,"(+/-2,949)",32766,"(+/-3,685)",31970,"(+/-3,033)",31931,"(+/-4,114)",26700,"(+/-3,335)",31789,"(+/-4,183)",32396,"(+/-3,705)",31994,"(+/-3,474)",30807,"(+/-3,027)",43356,"(+/-4,708)",42497,"(+/-3,999)",26623,"(+/-3,768)",27211,"(+/-3,028)",42368,"(+/-4,046)",28834,"(+/-2,987)",41044,"(+/-4,506)",33910,"(+/-3,773)",25006,"(+/-3,168)",30537,"(+/-3,486)",31492,"(+/-3,429)",29695,"(+/-3,747)",35378,"(+/-3,415)",39016,"(+/-3,965)",20490,"(+/-2,830)",54061,"(+/-5,449)",23714,"(+/-3,255)"
Workers,Industry,"Other services, except public administration",16428,"(+/-2,030)",18492,"(+/-2,669)",20095,"(+/-3,147)",14997,"(+/-1,875)",19762,"(+/-2,748)",20487,"(+/-3,589)",19661,"(+/-2,907)",17941,"(+/-3,186)",25852,"(+/-3,274)",18581,"(+/-2,502)",21111,"(+/-2,793)",17903,"(+/-2,529)",18340,"(+/-2,347)",15670,"(+/-2,438)",16297,"(+/-2,479)",14096,"(+/-2,529)",16832,"(+/-2,464)",19117,"(+/-2,542)",17419,"(+/-2,049)",15159,"(+/-2,596)",19266,"(+/-2,606)",16240,"(+/-2,810)",12610,"(+/-2,207)",22367,"(+/-2,418)",15426,"(+/-2,186)",23906,"(+/-3,114)",15474,"(+/-2,218)",16165,"(+/-2,281)",19073,"(+/-2,922)",17889,"(+/-1,963)",15229,"(+/-2,274)",22063,"(+/-2,697)",19405,"(+/-2,494)",15105,"(+/-2,462)",23267,"(+/-3,399)",16659,"(+/-2,391)"
Workers,Industry,"Public administration",10125,"(+/-1,799)",10051,"(+/-1,909)",10174,"(+/-1,958)",14876,"(+/-2,010)",13719,"(+/-1,942)",12906,"(+/-2,174)",7320,"(+/-1,580)",16093,"(+/-2,289)",9853,"(+/-1,675)",17503,"(+/-2,515)",11635,"(+/-1,659)",16481,"(+/-2,208)",14569,"(+/-1,791)",15016,"(+/-3,038)",14060,"(+/-1,841)",25535,"(+/-3,568)",19261,"(+/-2,007)",9171,"(+/-1,660)",13316,"(+/-1,735)",15637,"(+/-2,158)",23007,"(+/-2,452)",13077,"(+/-3,529)",20196,"(+/-2,911)",8931,"(+/-1,591)",22008,"(+/-2,586)",14786,"(+/-2,281)",17552,"(+/-2,619)",17670,"(+/-2,453)",6321,"(+/-1,549)",11404,"(+/-2,240)",24000,"(+/-2,920)",7050,"(+/-1,370)",6081,"(+/-1,179)",13746,"(+/-1,944)",19502,"(+/-2,411)",13939,"(+/-2,512)"
Workers,"Class of Worker","Civilian employed population 16 years and over",298086,"(+/-6,185)",398374,"(+/-15,090)",425586,"(+/-6,350)",310435,"(+/-6,424)",327931,"(+/-9,375)",371688,"(+/-8,917)",396313,"(+/-12,221)",349821,"(+/-10,116)",387105,"(+/-14,152)",399263,"(+/-11,988)",343800,"(+/-7,325)",378604,"(+/-10,651)",314910,"(+/-5,704)",325917,"(+/-7,003)",300991,"(+/-7,370)",307397,"(+/-6,368)",357797,"(+/-7,925)",352050,"(+/-11,585)",321858,"(+/-6,164)",349049,"(+/-10,157)",389033,"(+/-9,833)",422996,"(+/-11,457)",302764,"(+/-9,903)",434492,"(+/-7,651)",347478,"(+/-9,193)",428261,"(+/-9,028)",328831,"(+/-6,288)",288375,"(+/-8,109)",331514,"(+/-12,837)",336394,"(+/-9,371)",373095,"(+/-7,207)",396159,"(+/-9,258)",323813,"(+/-9,526)",261555,"(+/-7,925)",393642,"(+/-10,188)",318524,"(+/-8,926)"
Workers,"Class of Worker","Private wage and salary workers",236576,"(+/-6,274)",334998,"(+/-13,922)",361118,"(+/-7,424)",241747,"(+/-6,309)",260826,"(+/-8,811)",305003,"(+/-9,070)",336671,"(+/-11,129)",278931,"(+/-8,676)",316874,"(+/-12,660)",322274,"(+/-11,524)",273994,"(+/-6,814)",313014,"(+/-10,135)",244805,"(+/-5,111)",263009,"(+/-6,881)",221126,"(+/-7,017)",221913,"(+/-6,654)",269872,"(+/-8,161)",292888,"(+/-9,793)",251570,"(+/-5,657)",283991,"(+/-10,004)",302371,"(+/-9,273)",352363,"(+/-11,141)",229519,"(+/-8,916)",375439,"(+/-7,843)",260056,"(+/-9,081)",351944,"(+/-9,289)",254814,"(+/-6,306)",219308,"(+/-7,492)",281171,"(+/-11,830)",279835,"(+/-8,616)",286849,"(+/-6,595)",337093,"(+/-9,113)",278958,"(+/-9,299)",195076,"(+/-6,801)",319410,"(+/-10,220)",255298,"(+/-8,778)"
