Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",5963,"(+/-1,405)",4674,"(+/-1,091)",5926,"(+/-1,319)",5528,"(+/-1,272)",8272,"(+/-1,488)",10682,"(+/-1,708)",19484,"(+/-2,504)",19877,"(+/-2,361)",17091,"(+/-1,902)",13683,"(+/-1,969)",10983,"(+/-1,609)",10328,"(+/-1,736)",26796,"(+/-2,922)",12586,"(+/-1,753)",25723,"(+/-2,564)",11919,"(+/-2,091)",7747,"(+/-1,449)",8420,"(+/-1,592)",13445,"(+/-1,461)",12916,"(+/-1,790)",13803,"(+/-1,602)",14727,"(+/-1,709)",16391,"(+/-1,780)",13920,"(+/-1,658)",15319,"(+/-1,883)",20626,"(+/-2,038)",12942,"(+/-1,590)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",17913,"(+/-2,212)",13013,"(+/-1,624)",13680,"(+/-1,867)",13923,"(+/-1,623)",17507,"(+/-2,166)",27090,"(+/-2,549)",30056,"(+/-2,951)",29320,"(+/-2,805)",28815,"(+/-3,041)",25418,"(+/-2,595)",22041,"(+/-2,225)",23511,"(+/-2,771)",32744,"(+/-3,251)",25393,"(+/-2,151)",42003,"(+/-3,648)",22303,"(+/-2,691)",18895,"(+/-2,158)",16324,"(+/-1,780)",26105,"(+/-2,079)",26533,"(+/-2,545)",30157,"(+/-2,422)",32115,"(+/-2,331)",32511,"(+/-2,283)",26731,"(+/-1,852)",27692,"(+/-2,327)",38859,"(+/-2,685)",25489,"(+/-2,383)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",15161,"(+/-2,119)",12753,"(+/-1,855)",10489,"(+/-1,355)",12607,"(+/-1,828)",16930,"(+/-1,884)",24999,"(+/-2,422)",22292,"(+/-2,161)",26842,"(+/-2,389)",28256,"(+/-2,934)",22280,"(+/-3,316)",19080,"(+/-2,110)",14681,"(+/-2,174)",30774,"(+/-3,103)",25306,"(+/-2,996)",30960,"(+/-2,678)",20667,"(+/-2,608)",16422,"(+/-2,284)",19008,"(+/-2,391)",25225,"(+/-2,115)",25457,"(+/-2,222)",28986,"(+/-1,861)",30550,"(+/-2,804)",31158,"(+/-1,793)",27680,"(+/-2,279)",27466,"(+/-2,485)",31973,"(+/-2,438)",24205,"(+/-1,822)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",22839,"(+/-2,582)",18388,"(+/-2,049)",20127,"(+/-1,943)",18774,"(+/-2,095)",29143,"(+/-2,429)",30527,"(+/-2,356)",27813,"(+/-2,177)",30557,"(+/-2,611)",34910,"(+/-2,903)",24564,"(+/-2,887)",25342,"(+/-2,475)",27435,"(+/-3,369)",33573,"(+/-3,270)",34520,"(+/-2,825)",32907,"(+/-2,601)",27308,"(+/-2,988)",21307,"(+/-2,119)",23445,"(+/-2,349)",35645,"(+/-2,449)",33824,"(+/-2,764)",40163,"(+/-2,279)",38218,"(+/-2,583)",37925,"(+/-2,154)",38981,"(+/-2,698)",42255,"(+/-3,038)",38906,"(+/-2,783)",36890,"(+/-2,568)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",35060,"(+/-2,606)",32673,"(+/-2,307)",31194,"(+/-2,413)",31692,"(+/-2,659)",41326,"(+/-2,833)",46335,"(+/-3,149)",35512,"(+/-3,060)",40809,"(+/-3,181)",46362,"(+/-2,978)",37693,"(+/-3,358)",41969,"(+/-3,178)",50194,"(+/-4,480)",46918,"(+/-4,281)",48967,"(+/-3,316)",33519,"(+/-3,116)",39307,"(+/-3,103)",31340,"(+/-2,629)",37732,"(+/-2,878)",52183,"(+/-3,343)",52542,"(+/-3,255)",55115,"(+/-2,872)",52798,"(+/-2,990)",54038,"(+/-2,532)",52393,"(+/-2,782)",48850,"(+/-2,875)",48575,"(+/-2,973)",53102,"(+/-2,750)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",33427,"(+/-2,414)",30607,"(+/-2,392)",28762,"(+/-2,536)",28176,"(+/-2,409)",29930,"(+/-2,474)",32162,"(+/-2,782)",25284,"(+/-2,354)",29575,"(+/-2,557)",28822,"(+/-2,267)",29845,"(+/-2,962)",32081,"(+/-2,682)",38453,"(+/-3,516)",25535,"(+/-2,740)",27635,"(+/-1,838)",16471,"(+/-2,215)",27404,"(+/-2,543)",26863,"(+/-2,312)",32576,"(+/-2,953)",33714,"(+/-2,590)",38736,"(+/-2,977)",36029,"(+/-2,279)",34730,"(+/-2,518)",32495,"(+/-2,162)",36073,"(+/-2,668)",38132,"(+/-2,679)",37924,"(+/-3,166)",41409,"(+/-2,994)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",49444,"(+/-3,384)",44835,"(+/-2,469)",46714,"(+/-2,636)",47799,"(+/-3,274)",36719,"(+/-2,363)",39128,"(+/-2,686)",30906,"(+/-2,819)",35643,"(+/-3,080)",34884,"(+/-2,878)",48109,"(+/-4,207)",45672,"(+/-3,010)",54942,"(+/-4,186)",28171,"(+/-2,995)",32445,"(+/-2,799)",11306,"(+/-1,465)",38997,"(+/-2,608)",46221,"(+/-3,007)",47402,"(+/-3,127)",39605,"(+/-2,646)",42667,"(+/-2,911)",34105,"(+/-2,359)",34917,"(+/-2,077)",32817,"(+/-2,394)",37860,"(+/-2,269)",39526,"(+/-2,545)",33181,"(+/-2,397)",48572,"(+/-2,864)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",28260,"(+/-2,311)",26765,"(+/-1,989)",31301,"(+/-2,089)",31441,"(+/-2,204)",17098,"(+/-1,792)",19264,"(+/-1,965)",12490,"(+/-1,447)",15809,"(+/-1,797)",16328,"(+/-1,695)",26771,"(+/-2,520)",20848,"(+/-2,154)",36096,"(+/-3,597)",9466,"(+/-1,468)",11283,"(+/-1,454)",3453,(+/-935),19511,"(+/-2,279)",26045,"(+/-2,170)",23951,"(+/-2,116)",16582,"(+/-1,649)",19149,"(+/-2,002)",10046,"(+/-1,270)",9200,"(+/-1,177)",9399,"(+/-1,257)",14800,"(+/-1,555)",14487,"(+/-1,578)",10984,"(+/-1,395)",15379,"(+/-1,805)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",28910,"(+/-2,139)",24943,"(+/-1,921)",50163,"(+/-2,459)",33413,"(+/-2,294)",12045,"(+/-1,449)",15352,"(+/-1,773)",20773,"(+/-1,931)",13452,"(+/-1,282)",17844,"(+/-1,482)",62292,"(+/-3,782)",17509,"(+/-1,819)",84489,"(+/-5,225)",9877,"(+/-1,488)",7734,"(+/-1,251)",2607,(+/-766),32135,"(+/-2,084)",39838,"(+/-2,695)",24989,"(+/-1,971)",10757,"(+/-1,224)",15542,"(+/-1,860)",5770,(+/-865),7540,"(+/-1,167)",7829,"(+/-1,259)",9317,"(+/-1,110)",11792,"(+/-1,312)",7801,"(+/-1,226)",10780,"(+/-1,334)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",86645,"(+/-2,274)",89668,"(+/-2,493)",102602,"(+/-2,911)",97111,"(+/-3,621)",65012,"(+/-2,104)",59696,"(+/-2,253)",49420,"(+/-2,276)",47220,"(+/-2,046)",51148,"(+/-1,411)",81834,"(+/-2,768)",66344,"(+/-1,773)",93649,"(+/-4,966)",39258,"(+/-1,992)",52346,"(+/-1,507)",26047,(+/-881),66325,"(+/-2,836)",89905,"(+/-4,690)",79540,"(+/-4,016)",58298,"(+/-1,889)",61393,"(+/-1,657)",51580,"(+/-1,041)",50416,"(+/-1,120)",49592,"(+/-1,163)",55014,"(+/-1,098)",53594,"(+/-2,029)",45106,"(+/-1,943)",62566,"(+/-1,549)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",111114,"(+/-2,913)",107693,"(+/-2,367)",146864,"(+/-4,421)",121138,"(+/-3,150)",82286,"(+/-2,143)",80156,"(+/-2,409)",83156,"(+/-3,374)",70204,"(+/-2,165)",77827,"(+/-2,475)",147883,"(+/-7,524)",84832,"(+/-2,011)",160161,"(+/-6,820)",60023,"(+/-2,508)",68406,"(+/-2,105)",39855,"(+/-1,548)",111130,"(+/-4,120)",124821,"(+/-4,515)",105645,"(+/-3,297)",75309,"(+/-1,830)",80862,"(+/-2,486)",64672,"(+/-1,346)",65358,"(+/-1,901)",64353,"(+/-1,774)",71660,"(+/-1,516)",71439,"(+/-1,505)",61186,"(+/-1,670)",78934,"(+/-2,294)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",716748,"(+/-4,843)",717370,"(+/-9,224)",714345,"(+/-11,228)",717511,"(+/-11,231)",773746,"(+/-20,474)",740424,"(+/-17,759)",748192,"(+/-16,481)",765688,"(+/-16,900)",756163,"(+/-17,607)",726801,"(+/-15,853)",716870,"(+/-10,088)",729805,"(+/-18,465)",784790,"(+/-17,912)",707399,"(+/-20,473)",759043,"(+/-17,886)",740155,"(+/-10,957)",734222,"(+/-5,626)",703865,"(+/-7,320)",689196,"(+/-6,324)",717648,"(+/-5,155)",678163,"(+/-5,046)",699212,"(+/-4,043)",695270,"(+/-3,946)",698900,"(+/-3,321)",715941,"(+/-3,237)",709533,"(+/-4,481)",699452,"(+/-6,180)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",676725,"(+/-6,319)",673446,"(+/-11,351)",684626,"(+/-10,762)",672758,"(+/-11,786)",700267,"(+/-19,209)",654575,"(+/-16,654)",660348,"(+/-15,259)",705366,"(+/-16,042)",691298,"(+/-16,333)",684723,"(+/-14,822)",669414,"(+/-9,065)",685906,"(+/-18,013)",702667,"(+/-16,549)",606521,"(+/-18,175)",672598,"(+/-16,960)",684178,"(+/-10,871)",680000,"(+/-7,566)",672482,"(+/-8,484)",651192,"(+/-7,108)",686600,"(+/-5,759)",640670,"(+/-6,277)",663322,"(+/-5,586)",651969,"(+/-5,405)",664538,"(+/-5,629)",685470,"(+/-4,780)",682439,"(+/-5,576)",671806,"(+/-6,319)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",566396,"(+/-9,529)",564134,"(+/-13,122)",588442,"(+/-12,574)",553377,"(+/-13,391)",448576,"(+/-13,840)",441716,"(+/-15,647)",339146,"(+/-11,992)",424951,"(+/-13,937)",429966,"(+/-11,827)",485488,"(+/-14,029)",469073,"(+/-10,103)",571653,"(+/-16,162)",348736,"(+/-12,268)",360053,"(+/-14,107)",257686,"(+/-11,577)",495093,"(+/-12,622)",512304,"(+/-10,981)",531101,"(+/-10,398)",491685,"(+/-10,159)",551736,"(+/-8,985)",470068,"(+/-9,232)",480206,"(+/-9,867)",480526,"(+/-7,757)",503418,"(+/-7,882)",510126,"(+/-9,706)",465111,"(+/-9,699)",544936,"(+/-9,258)"
Socioeconomic,"Health Insurance Coverage","With public coverage",212112,"(+/-8,571)",195857,"(+/-9,112)",193640,"(+/-6,954)",205906,"(+/-10,087)",308218,"(+/-12,945)",271394,"(+/-11,096)",366775,"(+/-12,023)",335205,"(+/-13,449)",318186,"(+/-12,197)",259553,"(+/-12,902)",262384,"(+/-10,207)",179737,"(+/-10,360)",397629,"(+/-16,109)",313714,"(+/-13,188)",477915,"(+/-14,157)",278652,"(+/-10,334)",249462,"(+/-8,741)",230291,"(+/-7,686)",270310,"(+/-7,654)",239800,"(+/-6,649)",277918,"(+/-8,670)",294693,"(+/-7,443)",275401,"(+/-6,325)",260812,"(+/-7,800)",275875,"(+/-7,731)",320479,"(+/-9,271)",241099,"(+/-8,055)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",40023,"(+/-4,925)",43924,"(+/-5,531)",29719,"(+/-5,443)",44753,"(+/-5,452)",73479,"(+/-5,549)",85849,"(+/-7,114)",87844,"(+/-6,326)",60322,"(+/-4,685)",64865,"(+/-5,428)",42078,"(+/-4,395)",47456,"(+/-4,576)",43899,"(+/-5,621)",82123,"(+/-8,494)",100878,"(+/-8,021)",86445,"(+/-7,155)",55977,"(+/-5,332)",54222,"(+/-5,732)",31383,"(+/-3,808)",38004,"(+/-3,495)",31048,"(+/-3,384)",37493,"(+/-3,229)",35890,"(+/-4,176)",43301,"(+/-3,393)",34362,"(+/-4,060)",30471,"(+/-3,742)",27094,"(+/-3,220)",27646,"(+/-3,076)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",153039,"(+/-6,294)",153692,"(+/-7,377)",154552,"(+/-6,389)",163459,"(+/-4,756)",174831,"(+/-8,769)",145036,"(+/-7,370)",180887,"(+/-7,931)",169062,"(+/-7,862)",169562,"(+/-7,741)",137946,"(+/-7,380)",155305,"(+/-4,130)",87376,"(+/-6,593)",165147,"(+/-7,786)",148926,"(+/-8,792)",212870,"(+/-8,039)",170530,"(+/-5,611)",179791,"(+/-3,668)",169164,"(+/-3,219)",134547,"(+/-3,242)",143558,"(+/-3,015)",148120,"(+/-2,752)",146117,"(+/-2,343)",142666,"(+/-2,033)",152287,"(+/-1,808)",152389,"(+/-1,461)",151021,"(+/-3,826)",142498,"(+/-4,305)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2814,"(+/-1,213)",3828,"(+/-1,574)",2767,"(+/-1,321)",4530,"(+/-1,724)",4275,"(+/-1,041)",6457,"(+/-1,673)",3241,"(+/-1,020)",4185,"(+/-1,186)",4259,"(+/-1,679)",2805,"(+/-1,154)",2890,"(+/-1,107)",1845,"(+/-1,115)",1824,"(+/-1,149)",3147,"(+/-1,295)",4650,"(+/-1,824)",5077,"(+/-1,603)",3674,"(+/-1,721)",2727,"(+/-1,008)",2821,(+/-960),1925,(+/-951),5034,"(+/-1,252)",5943,"(+/-1,933)",9133,"(+/-1,400)",4797,"(+/-1,711)",3847,"(+/-1,514)",2117,(+/-984),3031,"(+/-1,182)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",4.8,(+/-1.0),4.1,(+/-0.8),4.1,(+/-0.8),4.9,(+/-1.0),10,(+/-1.0),10.7,(+/-1.3),24.2,(+/-1.9),18.3,(+/-1.6),15.7,(+/-1.3),13.5,(+/-1.5),12,(+/-1.3),6.9,(+/-1.3),24.7,(+/-1.8),14.2,(+/-1.3),36,(+/-1.7),10.3,(+/-1.2),7.3,(+/-0.9),6.7,(+/-0.9),8.9,(+/-1.1),7.3,(+/-1.0),9.6,(+/-1.1),10.4,(+/-0.9),9.8,(+/-1.1),9.8,(+/-1.1),10.7,(+/-1.2),15.4,(+/-1.2),5.8,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.5,(+/-2.0),5.6,(+/-1.4),5.5,(+/-1.3),8,(+/-1.8),14.1,(+/-1.6),13.9,(+/-2.2),31.6,(+/-2.7),25.7,(+/-2.7),20.8,(+/-2.2),22.4,(+/-2.4),16.3,(+/-2.3),10.4,(+/-2.5),34.4,(+/-3.1),21,(+/-2.5),45,(+/-2.8),15.5,(+/-2.3),11.3,(+/-1.7),11.3,(+/-1.6),16.5,(+/-2.3),13.4,(+/-2.0),17.6,(+/-2.2),19,(+/-1.9),18.2,(+/-2.4),16.8,(+/-2.1),18.6,(+/-2.3),27.8,(+/-2.2),10.9,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.6,(+/-3.6),5.7,(+/-3.8),4.2,(+/-2.7),7.2,(+/-4.6),11.2,(+/-3.4),8.4,(+/-3.4),24.8,(+/-5.8),21.8,(+/-6.1),16.5,(+/-4.9),15.5,(+/-4.0),13.5,(+/-4.2),7.9,(+/-5.1),25.9,(+/-6.9),19.1,(+/-5.7),35.9,(+/-6.3),11.2,(+/-5.1),10.7,(+/-4.4),7.6,(+/-3.9),16.4,(+/-4.7),16.5,(+/-5.8),20.5,(+/-5.9),23.3,(+/-5.6),21.3,(+/-4.8),23.3,(+/-5.9),14.7,(+/-4.0),25.9,(+/-6.0),14.7,(+/-6.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,(+/-0.6),2.4,(+/-0.6),3.1,(+/-0.7),2.3,(+/-0.7),6.9,(+/-1.0),8.9,(+/-1.3),19.6,(+/-2.1),9.1,(+/-1.7),10.8,(+/-1.6),11.8,(+/-1.5),8.7,(+/-1.4),4.2,(+/-1.1),11.3,(+/-2.2),8.6,(+/-1.4),23,(+/-2.6),4.7,(+/-1.0),5.4,(+/-0.9),3.9,(+/-0.8),4.6,(+/-0.9),2.6,(+/-0.8),4.2,(+/-0.8),4.2,(+/-0.6),4,(+/-0.6),3.8,(+/-0.8),3.4,(+/-0.9),5.2,(+/-1.0),2.5,(+/-0.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.4,(+/-1.2),2.1,(+/-0.9),4.1,(+/-1.1),3.4,(+/-1.2),8.6,(+/-1.5),10.5,(+/-2.2),24.3,(+/-3.0),13.3,(+/-3.3),14.5,(+/-2.7),18.9,(+/-2.5),11.4,(+/-2.1),6.3,(+/-2.3),15.9,(+/-3.8),12.3,(+/-2.5),28,(+/-3.8),5.8,(+/-1.7),7.8,(+/-1.5),5.8,(+/-1.2),7.7,(+/-2.3),3.1,(+/-1.2),6.6,(+/-1.8),7.6,(+/-1.5),6.7,(+/-1.4),6.6,(+/-1.7),5.2,(+/-1.6),9.1,(+/-2.1),3.6,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.2,(+/-3.3),2.1,(+/-2.1),3.4,(+/-2.5),3.4,(+/-2.7),7.8,(+/-3.8),5.7,(+/-2.9),20.9,(+/-7.2),7.7,(+/-4.3),6,(+/-4.1),13.5,(+/-4.0),9,(+/-3.3),5.7,(+/-6.1),12.2,(+/-7.3),10.2,(+/-5.6),19.7,(+/-8.7),2.2,(+/-2.2),7.1,(+/-3.5),5.4,(+/-3.3),13.3,(+/-5.5),2.7,(+/-2.4),6.7,(+/-4.2),6.5,(+/-4.0),9.6,(+/-4.6),9.6,(+/-5.1),4.7,(+/-2.4),5.7,(+/-4.2),3.8,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",16.7,(+/-4.6),8,(+/-2.5),10.9,(+/-4.4),16.2,(+/-4.2),16.3,(+/-2.5),19.1,(+/-4.1),35.8,(+/-3.8),29.3,(+/-3.0),23.9,(+/-2.5),22.1,(+/-4.7),24.6,(+/-3.7),19.1,(+/-4.5),37.6,(+/-3.0),25.8,(+/-3.7),46,(+/-2.7),23,(+/-3.2),17.6,(+/-4.1),19.4,(+/-3.5),27.6,(+/-4.3),26.3,(+/-4.1),28.3,(+/-3.5),32.4,(+/-3.4),29.2,(+/-3.7),29.5,(+/-3.9),31.8,(+/-3.9),38.1,(+/-3.0),22.6,(+/-4.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.3,(+/-7.3),14.1,(+/-5.0),13.8,(+/-6.7),27.1,(+/-7.5),24.2,(+/-3.7),29.2,(+/-6.7),49,(+/-4.9),38.1,(+/-3.9),30.3,(+/-4.1),39,(+/-7.8),32.6,(+/-5.9),27.3,(+/-7.5),50,(+/-4.8),37.4,(+/-5.6),55,(+/-3.8),34,(+/-5.6),24.5,(+/-5.8),31.7,(+/-5.3),38.8,(+/-5.4),40.1,(+/-6.6),38.8,(+/-5.1),42.1,(+/-4.5),40.8,(+/-5.7),36.8,(+/-5.0),42.2,(+/-5.2),53.1,(+/-4.1),30.9,(+/-7.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.2,(+/-15.4),16.6,(+/-15.9),18.8,(+/-27.9),17.9,(+/-20.1),17.4,(+/-9.0),28,(+/-15.3),40.7,(+/-14.2),42,(+/-13.1),33.9,(+/-10.7),19.1,(+/-13.5),31.7,(+/-15.7),21.4,(+/-11.6),47.4,(+/-11.2),36.7,(+/-13.7),48.9,(+/-9.9),30.2,(+/-14.8),23.6,(+/-12.6),21.9,(+/-19.3),29.8,(+/-13.4),64.5,(+/-13.9),46.5,(+/-12.4),43.4,(+/-12.7),38.6,(+/-10.8),56.6,(+/-11.1),41.7,(+/-12.1),64.5,(+/-10.7),43.9,(+/-18.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",8.3,(+/-1.2),6.5,(+/-0.9),5.6,(+/-0.8),6.6,(+/-1.0),12.1,(+/-1.0),13.3,(+/-1.3),27.2,(+/-1.7),22,(+/-1.4),19.2,(+/-1.2),17.4,(+/-1.5),14.8,(+/-1.3),11.3,(+/-1.0),27.7,(+/-1.6),17.2,(+/-1.4),38.1,(+/-1.5),13.7,(+/-1.2),10.6,(+/-1.2),10.1,(+/-0.9),13.7,(+/-1.3),11.3,(+/-1.0),14,(+/-1.1),15.9,(+/-1.0),15.8,(+/-1.1),14.6,(+/-1.0),15.1,(+/-1.0),20.8,(+/-1.2),9.2,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.3,(+/-3.3),8.4,(+/-2.8),5.9,(+/-1.7),9.2,(+/-2.3),16.9,(+/-1.9),16.3,(+/-3.4),39.3,(+/-3.3),30.9,(+/-3.1),25.3,(+/-2.7),27.4,(+/-3.3),18.8,(+/-2.8),11.3,(+/-3.0),38.6,(+/-3.6),25.1,(+/-3.0),50.2,(+/-3.0),19.1,(+/-2.7),16.4,(+/-2.7),16.1,(+/-2.1),19.9,(+/-3.0),14.6,(+/-2.3),19.6,(+/-2.4),23.6,(+/-2.4),20.6,(+/-2.5),20.8,(+/-2.6),22.9,(+/-2.7),34.4,(+/-2.9),12.9,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.2,(+/-3.3),8.2,(+/-2.8),5.7,(+/-1.7),9.1,(+/-2.3),16.4,(+/-1.9),16.2,(+/-3.4),39.3,(+/-3.3),30.6,(+/-3.1),25.1,(+/-2.7),27.4,(+/-3.3),18.7,(+/-2.8),11.3,(+/-3.1),38.3,(+/-3.7),25,(+/-3.0),49.9,(+/-3.0),18.8,(+/-2.7),16.1,(+/-2.7),15.9,(+/-2.1),19.4,(+/-3.0),14.4,(+/-2.3),19.2,(+/-2.4),23.2,(+/-2.4),20.2,(+/-2.5),20.3,(+/-2.6),22.8,(+/-2.7),34.1,(+/-3.0),12.1,(+/-2.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.8,(+/-4.5),9.8,(+/-4.1),4.9,(+/-3.0),10.1,(+/-4.3),15.9,(+/-3.6),15,(+/-5.0),38.3,(+/-4.6),33.3,(+/-4.3),26.7,(+/-4.2),25.4,(+/-4.0),18.5,(+/-4.1),9.1,(+/-4.0),34.9,(+/-5.1),24.1,(+/-4.7),46.9,(+/-3.6),19.2,(+/-4.4),19.2,(+/-4.5),18.1,(+/-3.8),25.3,(+/-4.6),17.4,(+/-4.4),23.8,(+/-4.5),28.8,(+/-4.5),25.2,(+/-4.8),27.1,(+/-4.5),23.6,(+/-3.5),37.3,(+/-4.4),13.8,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.7,(+/-3.5),7.6,(+/-2.9),6,(+/-1.8),8.8,(+/-2.0),16.7,(+/-2.2),16.8,(+/-3.4),39.8,(+/-3.4),29.4,(+/-3.1),24.4,(+/-2.9),28.5,(+/-3.9),18.8,(+/-2.9),12.7,(+/-3.7),39.9,(+/-4.1),25.3,(+/-3.1),51.2,(+/-3.3),18.6,(+/-2.7),15.1,(+/-2.5),15.3,(+/-2.1),17.4,(+/-3.0),13.3,(+/-2.3),17.4,(+/-2.3),21.3,(+/-2.4),18.3,(+/-2.5),17.9,(+/-2.5),22.5,(+/-3.1),32.9,(+/-3.2),11.6,(+/-2.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.5,(+/-0.9),6,(+/-0.6),5.6,(+/-0.6),5.8,(+/-0.7),10.7,(+/-0.9),12.5,(+/-1.1),23.4,(+/-1.4),19.5,(+/-1.1),17.5,(+/-1.1),15,(+/-1.2),13.7,(+/-1.0),11.3,(+/-0.9),24.8,(+/-1.5),15.2,(+/-1.2),33.4,(+/-1.2),12.1,(+/-1.0),8.8,(+/-0.9),8.2,(+/-0.6),12.2,(+/-1.1),10.5,(+/-0.9),12.5,(+/-1.0),13.8,(+/-0.8),14.5,(+/-0.9),12.8,(+/-0.8),12.9,(+/-0.8),17.1,(+/-1.0),8.3,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.2,(+/-1.1),7.3,(+/-1.4),4.3,(+/-0.9),4.4,(+/-1.0),10.5,(+/-1.5),13.6,(+/-1.7),27.6,(+/-3.5),21.7,(+/-2.2),18.4,(+/-2.2),14.1,(+/-2.0),14,(+/-1.6),10.8,(+/-1.7),29.5,(+/-3.0),15.9,(+/-2.4),36.7,(+/-3.0),12.1,(+/-1.6),6.8,(+/-1.4),5.6,(+/-0.9),8.1,(+/-1.0),6.7,(+/-1.3),6.7,(+/-0.8),7.4,(+/-1.0),6.9,(+/-0.9),8.5,(+/-1.2),7.1,(+/-1.3),9.4,(+/-1.3),6.6,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.7,(+/-1.4),4.1,(+/-1.0),4.2,(+/-0.9),4.9,(+/-1.1),9.7,(+/-1.0),11.1,(+/-1.5),27.2,(+/-2.1),19.2,(+/-1.7),16.9,(+/-1.5),17.2,(+/-2.0),12.6,(+/-1.5),8,(+/-1.5),25.9,(+/-2.1),15.2,(+/-1.6),36.5,(+/-1.8),11.2,(+/-1.4),9,(+/-1.2),8.2,(+/-1.0),10.1,(+/-1.4),7.7,(+/-1.1),10.8,(+/-1.2),11.8,(+/-1.1),11,(+/-1.2),11.1,(+/-1.2),12.1,(+/-1.3),17.9,(+/-1.5),6.4,(+/-1.1)
